Name,SEASON_year,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Game_Winning_Goals,Position,Height,Weight,Age,Experience
Aaron Downey,2000,1,0.0,0.0,0.0,0.0,0.0,Right_wing,185,98,26,1
Aaron Downey,2001,3,0.0,0.0,0.0,-1.0,0.0,Right_wing,185,98,27,2
Aaron Downey,2002,36,1.0,0.0,1.0,-2.0,1.0,Right_wing,185,98,28,3
Aaron Downey,2003,43,1.0,1.0,2.0,1.0,0.0,Right_wing,185,98,29,4
Aaron Downey,2004,37,1.0,1.0,2.0,2.0,1.0,Right_wing,185,98,30,5
Aaron Downey,2006,25,1.0,4.0,5.0,2.0,0.0,Right_wing,185,98,32,7
Aaron Downey,2006,17,2.0,0.0,2.0,0.0,0.0,Right_wing,185,98,32,7
Aaron Downey,2007,21,1.0,0.0,1.0,-6.0,1.0,Right_wing,185,98,33,8
Aaron Downey,2008,56,0.0,3.0,3.0,0.0,0.0,Right_wing,185,98,34,9
Aaron Downey,2009,4,1.0,1.0,2.0,0.0,0.0,Right_wing,185,98,35,10
Aaron Gagnon,2010,2,0.0,0.0,0.0,0.0,0.0,Centre,180,85,24,1
Aaron Gagnon,2011,19,0.0,2.0,2.0,-3.0,0.0,Centre,180,85,25,2
Aaron Gagnon,2012,7,0.0,0.0,0.0,-1.0,0.0,Centre,180,85,26,3
Aaron Gagnon,2013,10,3.0,0.0,3.0,2.0,1.0,Centre,180,85,27,4
Aaron Gavey,1996,73,8.0,4.0,12.0,-6.0,2.0,Centre,188,86,22,1
Aaron Gavey,1997,16,1.0,2.0,3.0,-1.0,0.0,Centre,188,86,23,2
Aaron Gavey,1997,41,7.0,9.0,16.0,-11.0,1.0,Centre,188,86,23,2
Aaron Gavey,1998,26,2.0,3.0,5.0,-5.0,1.0,Centre,188,86,24,3
Aaron Gavey,1999,7,0.0,0.0,0.0,-1.0,0.0,Centre,188,86,25,4
Aaron Gavey,2000,41,7.0,6.0,13.0,0.0,2.0,Centre,188,86,26,5
Aaron Gavey,2001,75,10.0,14.0,24.0,-8.0,2.0,Centre,188,86,27,6
Aaron Gavey,2002,71,6.0,11.0,17.0,-21.0,0.0,Centre,188,86,28,7
Aaron Gavey,2003,5,0.0,1.0,1.0,1.0,0.0,Centre,188,86,29,8
Aaron Gavey,2006,5,0.0,0.0,0.0,0.0,0.0,Centre,188,86,32,11
Aaron MacKenzie,2009,5,0.0,0.0,0.0,1.0,0.0,Defence,183,88,28,1
Aaron Miller,1994,1,0.0,0.0,0.0,-1.0,0.0,Defence,190,94,24,1
Aaron Miller,1995,9,0.0,3.0,3.0,2.0,0.0,Defence,190,94,25,2
Aaron Miller,1996,5,0.0,0.0,0.0,0.0,0.0,Defence,190,94,26,3
Aaron Miller,1997,56,5.0,12.0,17.0,15.0,3.0,Defence,190,94,27,4
Aaron Miller,1998,55,2.0,2.0,4.0,0.0,0.0,Defence,190,94,28,5
Aaron Miller,1999,76,5.0,13.0,18.0,3.0,2.0,Defence,190,94,29,6
Aaron Miller,2000,53,1.0,7.0,8.0,3.0,0.0,Defence,190,94,30,7
Aaron Miller,2001,13,0.0,5.0,5.0,3.0,0.0,Defence,190,94,31,8
Aaron Miller,2001,56,4.0,9.0,13.0,19.0,0.0,Defence,190,94,31,8
Aaron Miller,2002,74,5.0,12.0,17.0,14.0,3.0,Defence,190,94,32,9
Aaron Miller,2003,49,1.0,5.0,6.0,-7.0,0.0,Defence,190,94,33,10
Aaron Miller,2004,35,1.0,2.0,3.0,-3.0,0.0,Defence,190,94,34,11
Aaron Miller,2006,56,0.0,8.0,8.0,-6.0,0.0,Defence,190,94,36,13
Aaron Miller,2007,82,0.0,8.0,8.0,-14.0,0.0,Defence,190,94,37,14
Aaron Miller,2008,57,1.0,8.0,9.0,-1.0,1.0,Defence,190,94,38,15
Aaron Ness,2012,9,0.0,0.0,0.0,0.0,0.0,Defence,178,83,22,1
Aaron Ness,2014,20,1.0,2.0,3.0,-13.0,0.0,Defence,178,83,24,3
Aaron Ness,2016,8,0.0,2.0,2.0,4.0,0.0,Defence,178,83,26,5
Aaron Ness,2017,2,0.0,0.0,0.0,-1.0,0.0,Defence,178,83,27,6
Aaron Ness,2018,8,0.0,1.0,1.0,2.0,0.0,Defence,178,83,28,7
Aaron Ness,2020,24,0.0,1.0,1.0,1.0,0.0,Defence,178,83,30,9
Aaron Palushaj,2011,3,0.0,0.0,0.0,1.0,0.0,Right_wing,183,85,22,1
Aaron Palushaj,2012,38,1.0,4.0,5.0,1.0,0.0,Right_wing,183,85,23,2
Aaron Palushaj,2013,25,2.0,7.0,9.0,-2.0,0.0,Right_wing,183,85,24,3
Aaron Palushaj,2014,2,0.0,0.0,0.0,-1.0,0.0,Right_wing,183,85,25,4
Aaron Rome,2007,1,0.0,0.0,0.0,-1.0,0.0,Defence,185,100,24,1
Aaron Rome,2008,17,1.0,1.0,2.0,-4.0,0.0,Defence,185,100,25,2
Aaron Rome,2009,8,0.0,1.0,1.0,1.0,0.0,Defence,185,100,26,3
Aaron Rome,2010,49,0.0,4.0,4.0,-2.0,0.0,Defence,185,100,27,4
Aaron Rome,2011,56,1.0,4.0,5.0,1.0,0.0,Defence,185,100,28,5
Aaron Rome,2012,43,4.0,6.0,10.0,-4.0,1.0,Defence,185,100,29,6
Aaron Rome,2013,27,0.0,5.0,5.0,-2.0,0.0,Defence,185,100,30,7
Aaron Rome,2014,25,0.0,1.0,1.0,-6.0,0.0,Defence,185,100,31,8
Aaron Volpatti,2011,15,1.0,1.0,2.0,-1.0,0.0,Left_wing,185,92,26,1
Aaron Volpatti,2012,23,1.0,0.0,1.0,-2.0,0.0,Left_wing,185,92,27,2
Aaron Volpatti,2013,16,1.0,0.0,1.0,0.0,0.0,Left_wing,185,92,28,3
Aaron Volpatti,2013,17,0.0,1.0,1.0,-2.0,0.0,Left_wing,185,92,28,3
Aaron Volpatti,2014,41,2.0,0.0,2.0,-3.0,0.0,Left_wing,185,92,29,4
Aaron Volpatti,2015,2,0.0,0.0,0.0,0.0,0.0,Left_wing,185,92,30,5
Aaron Voros,2008,55,7.0,7.0,14.0,-7.0,1.0,Left_wing,193,98,27,1
Aaron Voros,2009,54,8.0,8.0,16.0,-9.0,1.0,Left_wing,193,98,28,2
Aaron Voros,2010,41,3.0,4.0,7.0,-2.0,0.0,Left_wing,193,98,29,3
Aaron Voros,2011,12,0.0,0.0,0.0,-4.0,0.0,Left_wing,193,98,30,4
Aaron Ward,1994,5,1.0,0.0,1.0,2.0,0.0,Defence,188,98,21,1
Aaron Ward,1995,1,0.0,1.0,1.0,1.0,0.0,Defence,188,98,22,2
Aaron Ward,1997,49,2.0,5.0,7.0,-9.0,0.0,Defence,188,98,24,4
Aaron Ward,1998,52,5.0,5.0,10.0,-1.0,1.0,Defence,188,98,25,5
Aaron Ward,1999,60,3.0,8.0,11.0,-5.0,0.0,Defence,188,98,26,6
Aaron Ward,2000,36,1.0,3.0,4.0,-4.0,0.0,Defence,188,98,27,7
Aaron Ward,2001,73,4.0,5.0,9.0,-4.0,1.0,Defence,188,98,28,8
Aaron Ward,2002,79,3.0,11.0,14.0,0.0,2.0,Defence,188,98,29,9
Aaron Ward,2003,77,3.0,6.0,9.0,-23.0,1.0,Defence,188,98,30,10
Aaron Ward,2004,49,3.0,5.0,8.0,1.0,0.0,Defence,188,98,31,11
Aaron Ward,2006,71,6.0,19.0,25.0,2.0,1.0,Defence,188,98,33,13
Aaron Ward,2007,60,3.0,10.0,13.0,-3.0,0.0,Defence,188,98,34,14
Aaron Ward,2007,20,1.0,2.0,3.0,-8.0,0.0,Defence,188,98,34,14
Aaron Ward,2008,65,5.0,8.0,13.0,9.0,3.0,Defence,188,98,35,15
Aaron Ward,2009,65,3.0,7.0,10.0,16.0,0.0,Defence,188,98,36,16
Aaron Ward,2010,17,0.0,2.0,2.0,2.0,0.0,Defence,188,98,37,17
Aaron Ward,2010,60,1.0,10.0,11.0,-17.0,0.0,Defence,188,98,37,17
Adam Almqvist,2014,2,1.0,0.0,1.0,-1.0,0.0,Defence,180,78,23,1
Adam Bennett,1992,5,0.0,0.0,0.0,1.0,0.0,Defence,193,93,21,1
Adam Bennett,1993,16,0.0,2.0,2.0,-2.0,0.0,Defence,193,93,22,2
Adam Bennett,1994,48,3.0,6.0,9.0,-8.0,0.0,Defence,193,93,23,3
Adam Berkhoel,2006,9,,,,,,Goaltender,180,84,25,1
Adam Berti,2008,2,0.0,0.0,0.0,0.0,0.0,Left_wing,190,94,22,1
Adam Burish,2007,9,0.0,0.0,0.0,-4.0,0.0,Right_wing,185,88,24,1
Adam Burish,2008,81,4.0,4.0,8.0,-13.0,1.0,Right_wing,185,88,25,2
Adam Burish,2009,66,6.0,3.0,9.0,3.0,2.0,Right_wing,185,88,26,3
Adam Burish,2010,13,1.0,3.0,4.0,2.0,0.0,Right_wing,185,88,27,4
Adam Burish,2011,63,8.0,6.0,14.0,2.0,1.0,Right_wing,185,88,28,5
Adam Burish,2012,65,6.0,13.0,19.0,6.0,1.0,Right_wing,185,88,29,6
Adam Burish,2013,46,1.0,2.0,3.0,-7.0,0.0,Right_wing,185,88,30,7
Adam Burish,2014,15,0.0,0.0,0.0,-4.0,0.0,Right_wing,185,88,31,8
Adam Burish,2015,20,1.0,2.0,3.0,-6.0,0.0,Right_wing,185,88,32,9
Adam Burt,1989,5,0.0,0.0,0.0,-1.0,0.0,Defence,188,95,20,1
Adam Burt,1990,63,4.0,8.0,12.0,3.0,0.0,Defence,188,95,21,2
Adam Burt,1991,42,2.0,7.0,9.0,-4.0,1.0,Defence,188,95,22,3
Adam Burt,1992,66,9.0,15.0,24.0,-16.0,1.0,Defence,188,95,23,4
Adam Burt,1993,65,6.0,14.0,20.0,-11.0,0.0,Defence,188,95,24,5
Adam Burt,1994,63,1.0,17.0,18.0,-4.0,0.0,Defence,188,95,25,6
Adam Burt,1995,46,7.0,11.0,18.0,0.0,1.0,Defence,188,95,26,7
Adam Burt,1996,78,4.0,9.0,13.0,-4.0,1.0,Defence,188,95,27,8
Adam Burt,1997,71,2.0,11.0,13.0,-13.0,0.0,Defence,188,95,28,9
Adam Burt,1998,76,1.0,11.0,12.0,-6.0,0.0,Defence,188,95,29,10
Adam Burt,1999,17,0.0,1.0,1.0,1.0,0.0,Defence,188,95,30,11
Adam Burt,1999,51,0.0,3.0,3.0,3.0,0.0,Defence,188,95,30,11
Adam Burt,2000,67,1.0,6.0,7.0,-2.0,1.0,Defence,188,95,31,12
Adam Burt,2001,27,0.0,2.0,2.0,2.0,0.0,Defence,188,95,32,13
Adam Cracknell,2011,24,3.0,4.0,7.0,1.0,0.0,Right_wing,190,95,26,1
Adam Cracknell,2012,2,1.0,0.0,1.0,1.0,0.0,Right_wing,190,95,27,2
Adam Cracknell,2013,20,2.0,4.0,6.0,3.0,0.0,Right_wing,190,95,28,3
Adam Cracknell,2014,19,0.0,2.0,2.0,0.0,0.0,Right_wing,190,95,29,4
Adam Cracknell,2015,17,0.0,1.0,1.0,-8.0,0.0,Right_wing,190,95,30,5
Adam Cracknell,2016,8,0.0,0.0,0.0,-2.0,0.0,Right_wing,190,95,31,6
Adam Cracknell,2016,44,5.0,5.0,10.0,1.0,1.0,Right_wing,190,95,31,6
Adam Cracknell,2017,69,10.0,6.0,16.0,9.0,2.0,Right_wing,190,95,32,7
Adam Cracknell,2018,1,0.0,0.0,0.0,0.0,0.0,Right_wing,190,95,33,8
Adam Cracknell,2018,4,0.0,0.0,0.0,-1.0,0.0,Right_wing,190,95,33,8
Adam Cracknell,2019,2,0.0,0.0,0.0,-1.0,0.0,Right_wing,190,95,34,9
Adam Creighton,1988,36,10.0,17.0,27.0,7.0,1.0,Centre,196,100,23,5
Adam Creighton,1989,43,15.0,14.0,29.0,-4.0,3.0,Centre,196,100,24,6
Adam Creighton,1989,24,7.0,10.0,17.0,-5.0,1.0,Centre,196,100,24,6
Adam Creighton,1990,80,34.0,36.0,70.0,4.0,3.0,Centre,196,100,25,7
Adam Creighton,1991,72,22.0,29.0,51.0,1.0,6.0,Centre,196,100,26,8
Adam Creighton,1992,11,6.0,6.0,12.0,-1.0,0.0,Centre,196,100,27,9
Adam Creighton,1992,66,15.0,9.0,24.0,-4.0,2.0,Centre,196,100,27,9
Adam Creighton,1993,83,19.0,20.0,39.0,-19.0,0.0,Centre,196,100,28,10
Adam Creighton,1994,53,10.0,10.0,20.0,-7.0,1.0,Centre,196,100,29,11
Adam Creighton,1995,48,14.0,20.0,34.0,17.0,1.0,Centre,196,100,30,12
Adam Creighton,1996,61,11.0,10.0,21.0,0.0,3.0,Centre,196,100,31,13
Adam Creighton,1997,19,1.0,2.0,3.0,-2.0,0.0,Centre,196,100,32,14
Adam Deadmarsh,1995,48,9.0,8.0,17.0,16.0,0.0,Right_wing,183,95,20,1
Adam Deadmarsh,1996,78,21.0,27.0,48.0,21.0,2.0,Right_wing,183,95,21,2
Adam Deadmarsh,1997,78,33.0,27.0,60.0,8.0,4.0,Right_wing,183,95,22,3
Adam Deadmarsh,1998,73,22.0,21.0,43.0,0.0,6.0,Right_wing,183,95,23,4
Adam Deadmarsh,1999,66,22.0,27.0,49.0,-2.0,3.0,Right_wing,183,95,24,5
Adam Deadmarsh,2000,71,18.0,27.0,45.0,-10.0,4.0,Right_wing,183,95,25,6
Adam Deadmarsh,2001,18,4.0,2.0,6.0,3.0,0.0,Right_wing,183,95,26,7
Adam Deadmarsh,2001,39,13.0,13.0,26.0,-2.0,2.0,Right_wing,183,95,26,7
Adam Deadmarsh,2002,76,29.0,33.0,62.0,8.0,5.0,Right_wing,183,95,27,8
Adam Deadmarsh,2003,20,13.0,4.0,17.0,2.0,1.0,Right_wing,183,95,28,9
Adam Foote,1992,46,2.0,5.0,7.0,-4.0,0.0,Defence,188,100,21,1
Adam Foote,1993,81,4.0,12.0,16.0,6.0,0.0,Defence,188,100,22,2
Adam Foote,1994,45,2.0,6.0,8.0,3.0,0.0,Defence,188,100,23,3
Adam Foote,1995,35,0.0,7.0,7.0,17.0,0.0,Defence,188,100,24,4
Adam Foote,1996,73,5.0,11.0,16.0,28.0,1.0,Defence,188,100,25,5
Adam Foote,1997,78,2.0,19.0,21.0,16.0,0.0,Defence,188,100,26,6
Adam Foote,1998,77,3.0,14.0,17.0,-3.0,1.0,Defence,188,100,27,7
Adam Foote,1999,64,5.0,16.0,21.0,20.0,0.0,Defence,188,100,28,8
Adam Foote,2000,59,5.0,13.0,18.0,5.0,2.0,Defence,188,100,29,9
Adam Foote,2001,35,3.0,12.0,15.0,6.0,1.0,Defence,188,100,30,10
Adam Foote,2002,55,5.0,22.0,27.0,7.0,0.0,Defence,188,100,31,11
Adam Foote,2003,78,11.0,20.0,31.0,30.0,2.0,Defence,188,100,32,12
Adam Foote,2004,73,8.0,22.0,30.0,13.0,1.0,Defence,188,100,33,13
Adam Foote,2006,65,6.0,16.0,22.0,-16.0,1.0,Defence,188,100,35,15
Adam Foote,2007,59,3.0,9.0,12.0,-17.0,0.0,Defence,188,100,36,16
Adam Foote,2008,63,1.0,14.0,15.0,3.0,0.0,Defence,188,100,37,17
Adam Foote,2008,12,0.0,1.0,1.0,-1.0,0.0,Defence,188,100,37,17
Adam Foote,2009,42,1.0,6.0,7.0,-12.0,1.0,Defence,188,100,38,18
Adam Foote,2010,67,0.0,9.0,9.0,8.0,0.0,Defence,188,100,39,19
Adam Foote,2011,47,0.0,8.0,8.0,-9.0,0.0,Defence,188,100,40,20
Adam Graves,1988,9,0.0,1.0,1.0,-2.0,0.0,Left_wing,183,93,20,1
Adam Graves,1989,56,7.0,5.0,12.0,-5.0,1.0,Left_wing,183,93,21,2
Adam Graves,1990,63,9.0,12.0,21.0,5.0,1.0,Left_wing,183,93,22,3
Adam Graves,1990,13,0.0,1.0,1.0,-5.0,0.0,Left_wing,183,93,22,3
Adam Graves,1991,76,7.0,18.0,25.0,-21.0,1.0,Left_wing,183,93,23,4
Adam Graves,1992,80,26.0,33.0,59.0,19.0,4.0,Left_wing,183,93,24,5
Adam Graves,1993,84,36.0,29.0,65.0,-4.0,6.0,Left_wing,183,93,25,6
Adam Graves,1994,84,52.0,27.0,79.0,27.0,4.0,Left_wing,183,93,26,7
Adam Graves,1995,47,17.0,14.0,31.0,9.0,3.0,Left_wing,183,93,27,8
Adam Graves,1996,82,22.0,36.0,58.0,18.0,2.0,Left_wing,183,93,28,9
Adam Graves,1997,82,33.0,28.0,61.0,10.0,3.0,Left_wing,183,93,29,10
Adam Graves,1998,72,23.0,12.0,35.0,-30.0,2.0,Left_wing,183,93,30,11
Adam Graves,1999,82,38.0,15.0,53.0,-12.0,7.0,Left_wing,183,93,31,12
Adam Graves,2000,77,23.0,17.0,40.0,-15.0,4.0,Left_wing,183,93,32,13
Adam Graves,2001,82,10.0,16.0,26.0,-16.0,1.0,Left_wing,183,93,33,14
Adam Graves,2002,81,17.0,14.0,31.0,11.0,1.0,Left_wing,183,93,34,15
Adam Graves,2003,82,9.0,9.0,18.0,-14.0,0.0,Left_wing,183,93,35,16
Adam Hall,2002,1,0.0,1.0,1.0,0.0,0.0,Right_wing,190,97,22,1
Adam Hall,2003,79,16.0,12.0,28.0,-8.0,2.0,Right_wing,190,97,23,2
Adam Hall,2004,79,13.0,14.0,27.0,-8.0,1.0,Right_wing,190,97,24,3
Adam Hall,2006,75,14.0,15.0,29.0,0.0,5.0,Right_wing,190,97,26,5
Adam Hall,2007,49,4.0,8.0,12.0,-13.0,0.0,Right_wing,190,97,27,6
Adam Hall,2007,23,2.0,3.0,5.0,2.0,0.0,Right_wing,190,97,27,6
Adam Hall,2008,46,2.0,4.0,6.0,-2.0,0.0,Right_wing,190,97,28,7
Adam Hall,2009,74,5.0,5.0,10.0,-9.0,0.0,Right_wing,190,97,29,8
Adam Hall,2011,82,7.0,11.0,18.0,-12.0,1.0,Right_wing,190,97,31,10
Adam Hall,2012,57,2.0,5.0,7.0,-11.0,1.0,Right_wing,190,97,32,11
Adam Hall,2013,20,0.0,4.0,4.0,3.0,0.0,Right_wing,190,97,33,12
Adam Hall,2013,6,0.0,0.0,0.0,-2.0,0.0,Right_wing,190,97,33,12
Adam Hall,2013,11,0.0,0.0,0.0,-1.0,0.0,Right_wing,190,97,33,12
Adam Hall,2014,80,4.0,5.0,9.0,-15.0,0.0,Right_wing,190,97,34,13
Adam Hauser,2006,1,,,,,,Goaltender,188,87,26,1
Adam Henrique,2011,1,0.0,0.0,0.0,1.0,0.0,Centre,183,88,21,1
Adam Henrique,2012,74,16.0,35.0,51.0,8.0,3.0,Centre,183,88,22,2
Adam Henrique,2013,42,11.0,5.0,16.0,-3.0,2.0,Centre,183,88,23,3
Adam Henrique,2014,77,25.0,18.0,43.0,3.0,4.0,Centre,183,88,24,4
Adam Henrique,2015,75,16.0,27.0,43.0,-6.0,3.0,Centre,183,88,25,5
Adam Henrique,2016,80,30.0,20.0,50.0,10.0,8.0,Centre,183,88,26,6
Adam Henrique,2017,82,20.0,20.0,40.0,-20.0,2.0,Centre,183,88,27,7
Adam Henrique,2018,24,4.0,10.0,14.0,-6.0,0.0,Centre,183,88,28,8
Adam Henrique,2018,57,20.0,16.0,36.0,17.0,8.0,Centre,183,88,28,8
Adam Henrique,2019,82,18.0,24.0,42.0,-5.0,3.0,Centre,183,88,29,9
Adam Henrique,2020,71,26.0,17.0,43.0,-3.0,1.0,Centre,183,88,30,10
Adam Mair,2000,8,1.0,0.0,1.0,-1.0,0.0,Centre,185,94,21,1
Adam Mair,2001,10,0.0,0.0,0.0,-3.0,0.0,Centre,185,94,22,2
Adam Mair,2001,16,0.0,2.0,2.0,3.0,0.0,Centre,185,94,22,2
Adam Mair,2002,18,1.0,1.0,2.0,1.0,0.0,Centre,185,94,23,3
Adam Mair,2003,79,6.0,11.0,17.0,-4.0,1.0,Centre,185,94,24,4
Adam Mair,2004,81,6.0,14.0,20.0,-3.0,1.0,Centre,185,94,25,5
Adam Mair,2006,40,2.0,5.0,7.0,-2.0,0.0,Centre,185,94,27,7
Adam Mair,2007,82,2.0,9.0,11.0,-1.0,0.0,Centre,185,94,28,8
Adam Mair,2008,72,5.0,12.0,17.0,-2.0,2.0,Centre,185,94,29,9
Adam Mair,2009,75,8.0,11.0,19.0,4.0,1.0,Centre,185,94,30,10
Adam Mair,2010,69,6.0,8.0,14.0,-2.0,0.0,Centre,185,94,31,11
Adam Mair,2011,65,1.0,3.0,4.0,-16.0,0.0,Centre,185,94,32,12
Adam McQuaid,2010,19,1.0,0.0,1.0,-5.0,1.0,Defence,193,95,24,1
Adam McQuaid,2011,67,3.0,12.0,15.0,30.0,0.0,Defence,193,95,25,2
Adam McQuaid,2012,72,2.0,8.0,10.0,16.0,0.0,Defence,193,95,26,3
Adam McQuaid,2013,32,1.0,3.0,4.0,0.0,0.0,Defence,193,95,27,4
Adam McQuaid,2014,30,1.0,5.0,6.0,12.0,0.0,Defence,193,95,28,5
Adam McQuaid,2015,63,1.0,6.0,7.0,-2.0,0.0,Defence,193,95,29,6
Adam McQuaid,2016,64,1.0,8.0,9.0,6.0,0.0,Defence,193,95,30,7
Adam McQuaid,2017,77,2.0,8.0,10.0,4.0,1.0,Defence,193,95,31,8
Adam McQuaid,2018,38,1.0,3.0,4.0,-1.0,1.0,Defence,193,95,32,9
Adam McQuaid,2019,36,2.0,3.0,5.0,3.0,0.0,Defence,193,95,33,10
Adam McQuaid,2019,14,1.0,1.0,2.0,-1.0,1.0,Defence,193,95,33,10
Adam Munro,2004,7,,,,,,Goaltender,188,90,22,1
Adam Munro,2006,10,,,,,,Goaltender,188,90,24,3
Adam Oates,1988,63,14.0,40.0,54.0,16.0,3.0,Centre,180,86,26,3
Adam Oates,1989,69,16.0,62.0,78.0,-1.0,1.0,Centre,180,86,27,4
Adam Oates,1990,80,23.0,79.0,102.0,9.0,3.0,Centre,180,86,28,5
Adam Oates,1991,61,25.0,90.0,115.0,15.0,3.0,Centre,180,86,29,6
Adam Oates,1992,26,10.0,20.0,30.0,-5.0,1.0,Centre,180,86,30,7
Adam Oates,1992,54,10.0,59.0,69.0,-4.0,3.0,Centre,180,86,30,7
Adam Oates,1993,84,45.0,97.0,142.0,15.0,11.0,Centre,180,86,31,8
Adam Oates,1994,77,32.0,80.0,112.0,10.0,3.0,Centre,180,86,32,9
Adam Oates,1995,48,12.0,41.0,53.0,-11.0,2.0,Centre,180,86,33,10
Adam Oates,1996,70,25.0,67.0,92.0,16.0,2.0,Centre,180,86,34,11
Adam Oates,1997,63,18.0,52.0,70.0,-3.0,4.0,Centre,180,86,35,12
Adam Oates,1997,17,4.0,8.0,12.0,-2.0,1.0,Centre,180,86,35,12
Adam Oates,1998,82,18.0,58.0,76.0,6.0,3.0,Centre,180,86,36,13
Adam Oates,1999,59,12.0,42.0,54.0,-1.0,0.0,Centre,180,86,37,14
Adam Oates,2000,82,15.0,56.0,71.0,13.0,6.0,Centre,180,86,38,15
Adam Oates,2001,81,13.0,69.0,82.0,-9.0,4.0,Centre,180,86,39,16
Adam Oates,2002,14,3.0,7.0,10.0,-2.0,0.0,Centre,180,86,40,17
Adam Oates,2002,66,11.0,57.0,68.0,-2.0,1.0,Centre,180,86,40,17
Adam Oates,2003,67,9.0,36.0,45.0,-1.0,2.0,Centre,180,86,41,18
Adam Oates,2004,60,2.0,16.0,18.0,0.0,1.0,Centre,180,86,42,19
Adam Pardy,2009,60,1.0,9.0,10.0,3.0,0.0,Defence,193,100,25,1
Adam Pardy,2010,57,2.0,7.0,9.0,-3.0,0.0,Defence,193,100,26,2
Adam Pardy,2011,30,1.0,6.0,7.0,3.0,0.0,Defence,193,100,27,3
Adam Pardy,2012,36,0.0,3.0,3.0,-5.0,0.0,Defence,193,100,28,4
Adam Pardy,2013,17,0.0,4.0,4.0,4.0,0.0,Defence,193,100,29,5
Adam Pardy,2014,60,0.0,6.0,6.0,4.0,0.0,Defence,193,100,30,6
Adam Pardy,2015,55,0.0,9.0,9.0,9.0,0.0,Defence,193,100,31,7
Adam Pardy,2016,9,0.0,3.0,3.0,-4.0,0.0,Defence,193,100,32,8
Adam Pardy,2016,14,0.0,1.0,1.0,-3.0,0.0,Defence,193,100,32,8
Adam Pardy,2017,4,0.0,0.0,0.0,-1.0,0.0,Defence,193,100,33,9
Adam Pineault,2008,3,0.0,0.0,0.0,-2.0,0.0,Right_wing,185,91,22,1
Adrian Aucoin,1995,1,1.0,0.0,1.0,1.0,0.0,Defence,188,98,22,1
Adrian Aucoin,1996,49,4.0,14.0,18.0,9.0,0.0,Defence,188,98,23,2
Adrian Aucoin,1997,70,5.0,16.0,21.0,0.0,0.0,Defence,188,98,24,3
Adrian Aucoin,1998,35,3.0,3.0,6.0,-4.0,1.0,Defence,188,98,25,4
Adrian Aucoin,1999,82,23.0,11.0,34.0,-14.0,3.0,Defence,188,98,26,5
Adrian Aucoin,2000,57,10.0,14.0,24.0,7.0,1.0,Defence,188,98,27,6
Adrian Aucoin,2001,26,1.0,11.0,12.0,-8.0,0.0,Defence,188,98,28,7
Adrian Aucoin,2001,47,3.0,13.0,16.0,13.0,0.0,Defence,188,98,28,7
Adrian Aucoin,2002,81,12.0,22.0,34.0,23.0,1.0,Defence,188,98,29,8
Adrian Aucoin,2003,73,8.0,27.0,35.0,-5.0,1.0,Defence,188,98,30,9
Adrian Aucoin,2004,81,13.0,31.0,44.0,29.0,2.0,Defence,188,98,31,10
Adrian Aucoin,2006,33,1.0,5.0,6.0,-13.0,0.0,Defence,188,98,33,12
Adrian Aucoin,2007,59,4.0,12.0,16.0,-22.0,3.0,Defence,188,98,34,13
Adrian Aucoin,2008,76,10.0,25.0,35.0,13.0,1.0,Defence,188,98,35,14
Adrian Aucoin,2009,81,10.0,24.0,34.0,-8.0,3.0,Defence,188,98,36,15
Adrian Aucoin,2010,82,8.0,20.0,28.0,2.0,2.0,Defence,188,98,37,16
Adrian Aucoin,2011,75,3.0,19.0,22.0,18.0,0.0,Defence,188,98,38,17
Adrian Aucoin,2012,64,2.0,7.0,9.0,14.0,0.0,Defence,188,98,39,18
Adrian Aucoin,2013,36,0.0,4.0,4.0,-8.0,0.0,Defence,188,98,40,19
Adrien Plavsic,1990,4,0.0,1.0,1.0,3.0,0.0,Defence,185,86,20,1
Adrien Plavsic,1990,11,3.0,2.0,5.0,-2.0,0.0,Defence,185,86,20,1
Adrien Plavsic,1991,48,2.0,10.0,12.0,-23.0,0.0,Defence,185,86,21,2
Adrien Plavsic,1992,16,1.0,9.0,10.0,4.0,0.0,Defence,185,86,22,3
Adrien Plavsic,1993,57,6.0,21.0,27.0,28.0,2.0,Defence,185,86,23,4
Adrien Plavsic,1994,47,1.0,9.0,10.0,-5.0,1.0,Defence,185,86,24,5
Adrien Plavsic,1995,3,0.0,1.0,1.0,3.0,0.0,Defence,185,86,25,6
Adrien Plavsic,1995,15,2.0,1.0,3.0,5.0,0.0,Defence,185,86,25,6
Adrien Plavsic,1996,7,1.0,2.0,3.0,5.0,0.0,Defence,185,86,26,7
Adrien Plavsic,1997,6,0.0,0.0,0.0,-5.0,0.0,Defence,185,86,27,8
Aki Berg,1996,51,0.0,7.0,7.0,-12.0,0.0,Defence,190,97,19,1
Aki Berg,1997,41,2.0,6.0,8.0,-9.0,0.0,Defence,190,97,20,2
Aki Berg,1998,72,0.0,8.0,8.0,3.0,0.0,Defence,190,97,21,3
Aki Berg,2000,70,3.0,13.0,16.0,-1.0,0.0,Defence,190,97,23,5
Aki Berg,2001,47,0.0,4.0,4.0,3.0,0.0,Defence,190,97,24,6
Aki Berg,2001,12,3.0,0.0,3.0,-6.0,1.0,Defence,190,97,24,6
Aki Berg,2002,81,1.0,10.0,11.0,14.0,0.0,Defence,190,97,25,7
