Name,SEASON_year,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Game_Winning_Goals,Position,Height,Weight,Age,Experience
Mark Parrish,2009,44,8.0,5.0,13.0,-3.0,3.0,Right_wing,180,90,32,11
Mark Parrish,2010,16,0.0,2.0,2.0,-5.0,0.0,Right_wing,180,90,33,12
Mark Parrish,2011,2,0.0,0.0,0.0,-2.0,0.0,Right_wing,180,90,34,13
Mark Pederson,1990,9,0.0,2.0,2.0,0.0,0.0,Left_wing,188,89,22,1
Mark Pederson,1991,47,8.0,15.0,23.0,3.0,2.0,Left_wing,188,89,23,2
Mark Pederson,1991,12,2.0,1.0,3.0,-8.0,0.0,Left_wing,188,89,23,2
Mark Pederson,1992,58,15.0,25.0,40.0,14.0,3.0,Left_wing,188,89,24,3
Mark Pederson,1993,27,7.0,3.0,10.0,-20.0,0.0,Left_wing,188,89,25,4
Mark Pederson,1993,14,3.0,4.0,7.0,-2.0,0.0,Left_wing,188,89,25,4
Mark Pederson,1994,2,0.0,0.0,0.0,-1.0,0.0,Left_wing,188,89,26,5
Mark Popovic,2004,1,0.0,0.0,0.0,0.0,0.0,Defence,185,95,22,1
Mark Popovic,2006,7,0.0,0.0,0.0,-5.0,0.0,Defence,185,95,24,3
Mark Popovic,2007,3,0.0,1.0,1.0,1.0,0.0,Defence,185,95,25,4
Mark Popovic,2008,33,0.0,2.0,2.0,-4.0,0.0,Defence,185,95,26,5
Mark Popovic,2010,37,2.0,2.0,4.0,0.0,0.0,Defence,185,95,28,7
Mark Pysyk,2013,19,1.0,4.0,5.0,-7.0,0.0,Defence,185,91,21,1
Mark Pysyk,2014,44,1.0,6.0,7.0,-11.0,1.0,Defence,185,91,22,2
Mark Pysyk,2015,7,2.0,1.0,3.0,4.0,1.0,Defence,185,91,23,3
Mark Pysyk,2016,55,1.0,10.0,11.0,-1.0,0.0,Defence,185,91,24,4
Mark Pysyk,2017,82,4.0,13.0,17.0,0.0,0.0,Defence,185,91,25,5
Mark Pysyk,2018,82,3.0,13.0,16.0,-8.0,0.0,Defence,185,91,26,6
Mark Pysyk,2019,70,1.0,10.0,11.0,-1.0,0.0,Defence,185,91,27,7
Mark Pysyk,2020,58,9.0,9.0,18.0,4.0,1.0,Defence,185,91,28,8
Mark Recchi,1989,15,1.0,1.0,2.0,-2.0,0.0,Right_wing,178,88,21,1
Mark Recchi,1990,74,30.0,37.0,67.0,6.0,4.0,Right_wing,178,88,22,2
Mark Recchi,1991,78,40.0,73.0,113.0,0.0,9.0,Right_wing,178,88,23,3
Mark Recchi,1992,58,33.0,37.0,70.0,-16.0,4.0,Right_wing,178,88,24,4
Mark Recchi,1992,22,10.0,17.0,27.0,-5.0,1.0,Right_wing,178,88,24,4
Mark Recchi,1993,84,53.0,70.0,123.0,1.0,6.0,Right_wing,178,88,25,5
Mark Recchi,1994,84,40.0,67.0,107.0,-2.0,5.0,Right_wing,178,88,26,6
Mark Recchi,1995,10,2.0,3.0,5.0,-6.0,2.0,Right_wing,178,88,27,7
Mark Recchi,1995,39,14.0,29.0,43.0,-3.0,1.0,Right_wing,178,88,27,7
Mark Recchi,1996,82,28.0,50.0,78.0,20.0,6.0,Right_wing,178,88,28,8
Mark Recchi,1997,82,34.0,46.0,80.0,-1.0,3.0,Right_wing,178,88,29,9
Mark Recchi,1998,82,32.0,42.0,74.0,11.0,6.0,Right_wing,178,88,30,10
Mark Recchi,1999,61,12.0,35.0,47.0,-4.0,2.0,Right_wing,178,88,31,11
Mark Recchi,1999,10,4.0,2.0,6.0,-3.0,0.0,Right_wing,178,88,31,11
Mark Recchi,2000,82,28.0,63.0,91.0,20.0,5.0,Right_wing,178,88,32,12
Mark Recchi,2001,69,27.0,50.0,77.0,15.0,8.0,Right_wing,178,88,33,13
Mark Recchi,2002,80,22.0,42.0,64.0,5.0,4.0,Right_wing,178,88,34,14
Mark Recchi,2003,79,20.0,32.0,52.0,0.0,3.0,Right_wing,178,88,35,15
Mark Recchi,2004,82,26.0,49.0,75.0,18.0,5.0,Right_wing,178,88,36,16
Mark Recchi,2006,63,24.0,33.0,57.0,-28.0,2.0,Right_wing,178,88,38,18
Mark Recchi,2006,20,4.0,3.0,7.0,-8.0,1.0,Right_wing,178,88,38,18
Mark Recchi,2007,82,24.0,44.0,68.0,1.0,3.0,Right_wing,178,88,39,19
Mark Recchi,2008,53,12.0,28.0,40.0,-16.0,0.0,Right_wing,178,88,40,20
Mark Recchi,2008,19,2.0,6.0,8.0,-2.0,0.0,Right_wing,178,88,40,20
Mark Recchi,2009,62,13.0,32.0,45.0,-15.0,1.0,Right_wing,178,88,41,21
Mark Recchi,2009,18,10.0,6.0,16.0,-3.0,2.0,Right_wing,178,88,41,21
Mark Recchi,2010,81,18.0,25.0,43.0,4.0,2.0,Right_wing,178,88,42,22
Mark Recchi,2011,81,14.0,34.0,48.0,13.0,6.0,Right_wing,178,88,43,23
Mark Rycroft,2002,9,0.0,3.0,3.0,0.0,0.0,Left_wing,183,87,24,1
Mark Rycroft,2004,71,9.0,12.0,21.0,2.0,0.0,Left_wing,183,87,26,3
Mark Rycroft,2006,80,6.0,4.0,10.0,-14.0,2.0,Left_wing,183,87,28,5
Mark Rycroft,2007,66,6.0,6.0,12.0,3.0,2.0,Left_wing,183,87,29,6
Mark Smith,2001,42,2.0,2.0,4.0,2.0,0.0,Centre,178,98,24,1
Mark Smith,2002,49,3.0,3.0,6.0,-1.0,1.0,Centre,178,98,25,2
Mark Smith,2003,75,4.0,11.0,15.0,1.0,0.0,Centre,178,98,26,3
Mark Smith,2004,36,1.0,3.0,4.0,-5.0,0.0,Centre,178,98,27,4
Mark Smith,2006,80,9.0,15.0,24.0,3.0,1.0,Centre,178,98,29,6
Mark Smith,2007,41,3.0,10.0,13.0,-4.0,0.0,Centre,178,98,30,7
Mark Smith,2008,54,1.0,3.0,4.0,-6.0,0.0,Centre,178,98,31,8
Mark Stone,2013,4,0.0,0.0,0.0,-1.0,0.0,Right_wing,190,93,21,1
Mark Stone,2014,19,4.0,4.0,8.0,5.0,0.0,Right_wing,190,93,22,2
Mark Stone,2015,80,26.0,38.0,64.0,21.0,6.0,Right_wing,190,93,23,3
Mark Stone,2016,75,23.0,38.0,61.0,-4.0,1.0,Right_wing,190,93,24,4
Mark Stone,2017,71,22.0,32.0,54.0,12.0,5.0,Right_wing,190,93,25,5
Mark Stone,2018,58,20.0,42.0,62.0,9.0,3.0,Right_wing,190,93,26,6
Mark Stone,2019,59,28.0,34.0,62.0,13.0,4.0,Right_wing,190,93,27,7
Mark Stone,2019,18,5.0,6.0,11.0,4.0,0.0,Right_wing,190,93,27,7
Mark Stone,2020,65,21.0,42.0,63.0,15.0,3.0,Right_wing,190,93,28,8
Mark Streit,2006,48,2.0,9.0,11.0,-6.0,0.0,Defence,180,87,29,1
Mark Streit,2007,76,10.0,26.0,36.0,-5.0,1.0,Defence,180,87,30,2
Mark Streit,2008,81,13.0,49.0,62.0,-6.0,3.0,Defence,180,87,31,3
Mark Streit,2009,74,16.0,40.0,56.0,6.0,1.0,Defence,180,87,32,4
Mark Streit,2010,82,11.0,38.0,49.0,0.0,2.0,Defence,180,87,33,5
Mark Streit,2012,82,7.0,40.0,47.0,-27.0,1.0,Defence,180,87,35,7
Mark Streit,2013,48,6.0,21.0,27.0,-14.0,1.0,Defence,180,87,36,8
Mark Streit,2014,82,10.0,34.0,44.0,3.0,2.0,Defence,180,87,37,9
Mark Streit,2015,81,9.0,43.0,52.0,-8.0,0.0,Defence,180,87,38,10
Mark Streit,2016,62,6.0,17.0,23.0,-1.0,1.0,Defence,180,87,39,11
Mark Streit,2017,49,5.0,16.0,21.0,-10.0,1.0,Defence,180,87,40,12
Mark Streit,2017,19,1.0,5.0,6.0,-2.0,1.0,Defence,180,87,40,12
Mark Streit,2018,2,0.0,0.0,0.0,-2.0,0.0,Defence,180,87,41,13
Mark Stuart,2006,17,1.0,1.0,2.0,-1.0,0.0,Defence,188,98,22,1
Mark Stuart,2007,15,0.0,1.0,1.0,7.0,0.0,Defence,188,98,23,2
Mark Stuart,2008,82,4.0,4.0,8.0,2.0,1.0,Defence,188,98,24,3
Mark Stuart,2009,82,5.0,12.0,17.0,20.0,1.0,Defence,188,98,25,4
Mark Stuart,2010,56,2.0,5.0,7.0,1.0,0.0,Defence,188,98,26,5
Mark Stuart,2011,23,1.0,0.0,1.0,-8.0,0.0,Defence,188,98,27,6
Mark Stuart,2011,31,1.0,4.0,5.0,8.0,1.0,Defence,188,98,27,6
Mark Stuart,2012,80,3.0,11.0,14.0,-4.0,1.0,Defence,188,98,28,7
Mark Stuart,2013,42,2.0,2.0,4.0,5.0,0.0,Defence,188,98,29,8
Mark Stuart,2014,69,2.0,11.0,13.0,11.0,0.0,Defence,188,98,30,9
Mark Stuart,2015,70,2.0,12.0,14.0,5.0,1.0,Defence,188,98,31,10
Mark Stuart,2016,64,1.0,2.0,3.0,-7.0,0.0,Defence,188,98,32,11
Mark Stuart,2017,42,2.0,2.0,4.0,4.0,1.0,Defence,188,98,33,12
Mark Tinordi,1988,24,1.0,2.0,3.0,-5.0,0.0,Defence,193,97,22,1
Mark Tinordi,1989,47,2.0,3.0,5.0,-9.0,0.0,Defence,193,97,23,2
Mark Tinordi,1990,66,3.0,7.0,10.0,0.0,0.0,Defence,193,97,24,3
Mark Tinordi,1991,69,5.0,27.0,32.0,1.0,2.0,Defence,193,97,25,4
Mark Tinordi,1992,63,4.0,24.0,28.0,-13.0,0.0,Defence,193,97,26,5
Mark Tinordi,1993,69,15.0,27.0,42.0,-1.0,2.0,Defence,193,97,27,6
Mark Tinordi,1994,61,6.0,18.0,24.0,6.0,0.0,Defence,193,97,28,7
Mark Tinordi,1995,42,3.0,9.0,12.0,-5.0,1.0,Defence,193,97,29,8
Mark Tinordi,1996,71,3.0,10.0,13.0,26.0,0.0,Defence,193,97,30,9
Mark Tinordi,1997,56,2.0,6.0,8.0,3.0,0.0,Defence,193,97,31,10
Mark Tinordi,1998,47,8.0,9.0,17.0,9.0,0.0,Defence,193,97,32,11
Mark Tinordi,1999,48,0.0,6.0,6.0,-6.0,0.0,Defence,193,97,33,12
Mark Visentin,2014,1,,,,,,Goaltender,188,91,22,1
Mark Visheau,1994,1,0.0,0.0,0.0,0.0,0.0,Defence,198,101,21,1
Mark Visheau,1999,28,1.0,3.0,4.0,-7.0,0.0,Defence,198,101,26,6
Mark Wotton,1995,1,0.0,0.0,0.0,1.0,0.0,Defence,185,88,22,1
Mark Wotton,1997,36,3.0,6.0,9.0,8.0,0.0,Defence,185,88,24,3
Mark Wotton,1998,5,0.0,0.0,0.0,-2.0,0.0,Defence,185,88,25,4
Mark Wotton,2001,1,0.0,0.0,0.0,0.0,0.0,Defence,185,88,28,7
Marko Jantunen,1997,3,0.0,0.0,0.0,-1.0,0.0,Right_wing,178,84,26,1
Marko Kiprusoff,1996,24,0.0,4.0,4.0,-3.0,0.0,Defence,185,88,24,1
Marko Kiprusoff,2002,27,0.0,6.0,6.0,0.0,0.0,Defence,185,88,30,7
Marko Tuomainen,1995,4,0.0,0.0,0.0,0.0,0.0,Right_wing,190,99,23,1
Marko Tuomainen,2000,63,9.0,8.0,17.0,-12.0,1.0,Right_wing,190,99,28,6
Marko Tuomainen,2001,11,0.0,1.0,1.0,1.0,0.0,Right_wing,190,99,29,7
Marko Tuomainen,2002,1,0.0,0.0,0.0,-1.0,0.0,Right_wing,190,99,30,8
Markus Naslund,1994,71,4.0,7.0,11.0,-3.0,0.0,Left_wing,180,88,21,1
Markus Naslund,1995,14,2.0,2.0,4.0,0.0,0.0,Left_wing,180,88,22,2
Markus Naslund,1996,10,3.0,0.0,3.0,3.0,1.0,Left_wing,180,88,23,3
Markus Naslund,1996,66,19.0,33.0,52.0,18.0,4.0,Left_wing,180,88,23,3
Markus Naslund,1997,78,21.0,20.0,41.0,-15.0,4.0,Left_wing,180,88,24,4
Markus Naslund,1998,76,14.0,20.0,34.0,5.0,0.0,Left_wing,180,88,25,5
Markus Naslund,1999,80,36.0,30.0,66.0,-13.0,3.0,Left_wing,180,88,26,6
Markus Naslund,2000,82,27.0,38.0,65.0,-5.0,3.0,Left_wing,180,88,27,7
Markus Naslund,2001,72,41.0,34.0,75.0,-2.0,5.0,Left_wing,180,88,28,8
Markus Naslund,2002,81,40.0,50.0,90.0,22.0,6.0,Left_wing,180,88,29,9
Markus Naslund,2003,82,48.0,56.0,104.0,6.0,12.0,Left_wing,180,88,30,10
Markus Naslund,2004,78,35.0,49.0,84.0,24.0,6.0,Left_wing,180,88,31,11
Markus Naslund,2006,81,32.0,47.0,79.0,-19.0,2.0,Left_wing,180,88,33,13
Markus Naslund,2007,82,24.0,36.0,60.0,3.0,5.0,Left_wing,180,88,34,14
Markus Naslund,2008,82,25.0,30.0,55.0,-7.0,2.0,Left_wing,180,88,35,15
Markus Naslund,2009,82,24.0,22.0,46.0,-10.0,0.0,Left_wing,180,88,36,16
Marquis Mathieu,1999,9,0.0,0.0,0.0,-1.0,0.0,Centre,180,86,26,1
Marquis Mathieu,2000,6,0.0,2.0,2.0,-2.0,0.0,Centre,180,86,27,2
Marquis Mathieu,2001,1,0.0,0.0,0.0,0.0,0.0,Centre,180,86,28,3
Martin Biron,1996,3,,,,,,Goaltender,188,84,19,1
Martin Biron,1999,6,,,,,,Goaltender,188,84,22,4
Martin Biron,2000,41,,,,,,Goaltender,188,84,23,5
Martin Biron,2001,18,,,,,,Goaltender,188,84,24,6
Martin Biron,2002,72,,,,,,Goaltender,188,84,25,7
Martin Biron,2003,54,,,,,,Goaltender,188,84,26,8
Martin Biron,2004,52,,,,,,Goaltender,188,84,27,9
Martin Biron,2006,35,,,,,,Goaltender,188,84,29,11
Martin Biron,2007,19,,,,,,Goaltender,188,84,30,12
Martin Biron,2007,16,,,,,,Goaltender,188,84,30,12
Martin Biron,2008,62,,,,,,Goaltender,188,84,31,13
Martin Biron,2009,55,,,,,,Goaltender,188,84,32,14
Martin Biron,2010,29,,,,,,Goaltender,188,84,33,15
Martin Biron,2011,17,,,,,,Goaltender,188,84,34,16
Martin Biron,2012,21,,,,,,Goaltender,188,84,35,17
Martin Biron,2013,6,,,,,,Goaltender,188,84,36,18
Martin Biron,2014,2,,,,,,Goaltender,188,84,37,19
Martin Brochu,1999,2,,,,,,Goaltender,183,90,26,1
Martin Brochu,2002,6,,,,,,Goaltender,183,90,29,4
Martin Brochu,2004,1,,,,,,Goaltender,183,90,31,6
Martin Brodeur,1992,4,,,,,,Goaltender,188,100,20,1
Martin Brodeur,1994,47,,,,,,Goaltender,188,100,22,3
Martin Brodeur,1995,40,,,,,,Goaltender,188,100,23,4
Martin Brodeur,1996,77,,,,,,Goaltender,188,100,24,5
Martin Brodeur,1997,67,,,,,,Goaltender,188,100,25,6
Martin Brodeur,1998,70,,,,,,Goaltender,188,100,26,7
Martin Brodeur,1999,70,,,,,,Goaltender,188,100,27,8
Martin Brodeur,2000,72,,,,,,Goaltender,188,100,28,9
Martin Brodeur,2001,72,,,,,,Goaltender,188,100,29,10
Martin Brodeur,2002,73,,,,,,Goaltender,188,100,30,11
Martin Brodeur,2003,73,,,,,,Goaltender,188,100,31,12
Martin Brodeur,2004,75,,,,,,Goaltender,188,100,32,13
Martin Brodeur,2006,73,,,,,,Goaltender,188,100,34,15
Martin Brodeur,2007,78,,,,,,Goaltender,188,100,35,16
Martin Brodeur,2008,77,,,,,,Goaltender,188,100,36,17
Martin Brodeur,2009,31,,,,,,Goaltender,188,100,37,18
Martin Brodeur,2010,77,,,,,,Goaltender,188,100,38,19
Martin Brodeur,2011,56,,,,,,Goaltender,188,100,39,20
Martin Brodeur,2012,59,,,,,,Goaltender,188,100,40,21
Martin Brodeur,2013,29,,,,,,Goaltender,188,100,41,22
Martin Brodeur,2014,39,,,,,,Goaltender,188,100,42,23
Martin Brodeur,2015,7,,,,,,Goaltender,188,100,43,24
Martin Cibak,2002,26,1.0,5.0,6.0,-6.0,0.0,Centre,185,88,22,1
Martin Cibak,2004,63,2.0,7.0,9.0,-1.0,0.0,Centre,185,88,24,3
Martin Cibak,2006,65,2.0,6.0,8.0,-9.0,0.0,Centre,185,88,26,5
Martin Erat,2002,80,9.0,24.0,33.0,-11.0,2.0,Right_wing,183,92,21,1
Martin Erat,2003,27,1.0,7.0,8.0,-9.0,0.0,Right_wing,183,92,22,2
Martin Erat,2004,76,16.0,33.0,49.0,10.0,2.0,Right_wing,183,92,23,3
Martin Erat,2006,80,20.0,29.0,49.0,0.0,1.0,Right_wing,183,92,25,5
Martin Erat,2007,68,16.0,41.0,57.0,13.0,3.0,Right_wing,183,92,26,6
Martin Erat,2008,76,23.0,34.0,57.0,-3.0,6.0,Right_wing,183,92,27,7
Martin Erat,2009,71,17.0,33.0,50.0,-7.0,3.0,Right_wing,183,92,28,8
Martin Erat,2010,74,21.0,28.0,49.0,-7.0,2.0,Right_wing,183,92,29,9
Martin Erat,2011,64,17.0,33.0,50.0,14.0,3.0,Right_wing,183,92,30,10
Martin Erat,2012,71,19.0,39.0,58.0,12.0,3.0,Right_wing,183,92,31,11
Martin Erat,2013,36,4.0,17.0,21.0,-7.0,1.0,Right_wing,183,92,32,12
Martin Erat,2013,9,1.0,2.0,3.0,0.0,1.0,Right_wing,183,92,32,12
Martin Erat,2014,17,2.0,3.0,5.0,4.0,0.0,Right_wing,183,92,33,13
Martin Erat,2014,53,1.0,23.0,24.0,1.0,0.0,Right_wing,183,92,33,13
Martin Erat,2015,79,9.0,23.0,32.0,-16.0,1.0,Right_wing,183,92,34,14
Martin Gelinas,1989,6,1.0,2.0,3.0,-1.0,0.0,Left_wing,180,92,19,1
Martin Gelinas,1990,46,17.0,8.0,25.0,0.0,2.0,Left_wing,180,92,20,2
Martin Gelinas,1991,73,20.0,20.0,40.0,-7.0,2.0,Left_wing,180,92,21,3
Martin Gelinas,1992,68,11.0,18.0,29.0,14.0,0.0,Left_wing,180,92,22,4
Martin Gelinas,1993,65,11.0,12.0,23.0,3.0,1.0,Left_wing,180,92,23,5
Martin Gelinas,1994,31,6.0,6.0,12.0,-2.0,0.0,Left_wing,180,92,24,6
Martin Gelinas,1994,33,8.0,8.0,16.0,-6.0,1.0,Left_wing,180,92,24,6
Martin Gelinas,1995,46,13.0,10.0,23.0,8.0,4.0,Left_wing,180,92,25,7
Martin Gelinas,1996,81,30.0,26.0,56.0,7.0,5.0,Left_wing,180,92,26,8
Martin Gelinas,1997,74,35.0,33.0,68.0,6.0,3.0,Left_wing,180,92,27,9
Martin Gelinas,1998,40,12.0,14.0,26.0,1.0,4.0,Left_wing,180,92,28,10
Martin Gelinas,1998,24,4.0,4.0,8.0,-6.0,1.0,Left_wing,180,92,28,10
Martin Gelinas,1999,76,13.0,15.0,28.0,3.0,2.0,Left_wing,180,92,29,11
Martin Gelinas,2000,81,14.0,16.0,30.0,-10.0,0.0,Left_wing,180,92,30,12
Martin Gelinas,2001,79,23.0,29.0,52.0,-4.0,4.0,Left_wing,180,92,31,13
Martin Gelinas,2002,72,13.0,16.0,29.0,-1.0,1.0,Left_wing,180,92,32,14
Martin Gelinas,2003,81,21.0,31.0,52.0,-3.0,3.0,Left_wing,180,92,33,15
Martin Gelinas,2004,76,17.0,18.0,35.0,10.0,3.0,Left_wing,180,92,34,16
Martin Gelinas,2006,82,17.0,24.0,41.0,27.0,3.0,Left_wing,180,92,36,18
Martin Gelinas,2007,82,14.0,30.0,44.0,7.0,1.0,Left_wing,180,92,37,19
Martin Gelinas,2008,57,9.0,11.0,20.0,5.0,1.0,Left_wing,180,92,38,20
Martin Gendron,1995,8,2.0,1.0,3.0,3.0,0.0,Right_wing,175,83,21,1
Martin Gendron,1996,20,2.0,1.0,3.0,-4.0,0.0,Right_wing,175,83,22,2
Martin Gendron,1998,2,0.0,0.0,0.0,-1.0,0.0,Right_wing,175,83,24,4
Martin Gerber,2003,22,,,,,,Goaltender,183,93,29,1
Martin Gerber,2004,32,,,,,,Goaltender,183,93,30,2
Martin Gerber,2006,60,,,,,,Goaltender,183,93,32,4
Martin Gerber,2007,29,,,,,,Goaltender,183,93,33,5
Martin Gerber,2008,57,,,,,,Goaltender,183,93,34,6
Martin Gerber,2009,14,,,,,,Goaltender,183,93,35,7
Martin Gerber,2009,12,,,,,,Goaltender,183,93,35,7
Martin Gerber,2011,3,,,,,,Goaltender,183,93,37,9
Martin Grenier,2002,5,0.0,0.0,0.0,0.0,0.0,Defence,196,111,22,1
Martin Grenier,2003,3,0.0,0.0,0.0,-1.0,0.0,Defence,196,111,23,2
Martin Grenier,2004,7,1.0,0.0,1.0,3.0,0.0,Defence,196,111,24,3
Martin Grenier,2007,3,0.0,0.0,0.0,-3.0,0.0,Defence,196,111,27,6
Martin Hanzal,2008,72,8.0,27.0,35.0,-7.0,3.0,Centre,198,103,21,1
Martin Hanzal,2009,74,11.0,20.0,31.0,-4.0,2.0,Centre,198,103,22,2
Martin Hanzal,2010,81,11.0,22.0,33.0,0.0,0.0,Centre,198,103,23,3
Martin Hanzal,2011,61,16.0,10.0,26.0,4.0,5.0,Centre,198,103,24,4
Martin Hanzal,2012,64,8.0,26.0,34.0,12.0,2.0,Centre,198,103,25,5
Martin Hanzal,2013,39,11.0,12.0,23.0,2.0,2.0,Centre,198,103,26,6
Martin Hanzal,2014,65,15.0,25.0,40.0,-9.0,2.0,Centre,198,103,27,7
Martin Hanzal,2015,37,8.0,16.0,24.0,-1.0,3.0,Centre,198,103,28,8
Martin Hanzal,2016,64,13.0,28.0,41.0,-5.0,2.0,Centre,198,103,29,9
Martin Hanzal,2017,20,4.0,9.0,13.0,-2.0,0.0,Centre,198,103,30,10
Martin Hanzal,2017,51,16.0,10.0,26.0,-15.0,2.0,Centre,198,103,30,10
Martin Hanzal,2018,38,5.0,5.0,10.0,-14.0,1.0,Centre,198,103,31,11
Martin Hanzal,2019,7,1.0,1.0,2.0,-4.0,0.0,Centre,198,103,32,12
Martin Havlat,2001,73,19.0,23.0,42.0,8.0,5.0,Right_wing,188,95,20,1
Martin Havlat,2002,72,22.0,28.0,50.0,-7.0,6.0,Right_wing,188,95,21,2
Martin Havlat,2003,67,24.0,35.0,59.0,20.0,4.0,Right_wing,188,95,22,3
Martin Havlat,2004,68,31.0,37.0,68.0,12.0,7.0,Right_wing,188,95,23,4
Martin Havlat,2006,18,9.0,7.0,16.0,6.0,1.0,Right_wing,188,95,25,6
Martin Havlat,2007,56,25.0,32.0,57.0,15.0,1.0,Right_wing,188,95,26,7
Martin Havlat,2008,35,10.0,17.0,27.0,4.0,2.0,Right_wing,188,95,27,8
Martin Havlat,2009,81,29.0,48.0,77.0,29.0,5.0,Right_wing,188,95,28,9
Martin Havlat,2010,73,18.0,36.0,54.0,-19.0,3.0,Right_wing,188,95,29,10
Martin Havlat,2011,78,22.0,40.0,62.0,-10.0,4.0,Right_wing,188,95,30,11
Martin Havlat,2012,39,7.0,20.0,27.0,10.0,1.0,Right_wing,188,95,31,12
Martin Havlat,2013,40,8.0,10.0,18.0,7.0,1.0,Right_wing,188,95,32,13
Martin Havlat,2014,48,12.0,10.0,22.0,14.0,2.0,Right_wing,188,95,33,14
Martin Havlat,2015,40,5.0,9.0,14.0,-11.0,1.0,Right_wing,188,95,34,15
Martin Havlat,2016,2,1.0,0.0,1.0,0.0,1.0,Right_wing,188,95,35,16
Martin Houle,2007,1,,,,,,Goaltender,180,82,22,1
Martin Jones,2014,19,,,,,,Goaltender,193,86,24,1
Martin Jones,2015,15,,,,,,Goaltender,193,86,25,2
Martin Jones,2016,65,,,,,,Goaltender,193,86,26,3
Martin Jones,2017,65,,,,,,Goaltender,193,86,27,4
Martin Jones,2018,60,,,,,,Goaltender,193,86,28,5
Martin Jones,2019,62,,,,,,Goaltender,193,86,29,6
Martin Jones,2020,41,,,,,,Goaltender,193,86,30,7
Martin Lapointe,1992,4,0.0,1.0,1.0,2.0,0.0,Right_wing,180,98,19,1
Martin Lapointe,1993,3,0.0,0.0,0.0,-2.0,0.0,Right_wing,180,98,20,2
Martin Lapointe,1994,50,8.0,8.0,16.0,7.0,0.0,Right_wing,180,98,21,3
Martin Lapointe,1995,39,4.0,6.0,10.0,1.0,1.0,Right_wing,180,98,22,4
Martin Lapointe,1996,58,6.0,3.0,9.0,0.0,0.0,Right_wing,180,98,23,5
Martin Lapointe,1997,78,16.0,17.0,33.0,-14.0,1.0,Right_wing,180,98,24,6
Martin Lapointe,1998,79,15.0,19.0,34.0,0.0,3.0,Right_wing,180,98,25,7
Martin Lapointe,1999,77,16.0,13.0,29.0,7.0,4.0,Right_wing,180,98,26,8
Martin Lapointe,2000,82,16.0,25.0,41.0,17.0,2.0,Right_wing,180,98,27,9
Martin Lapointe,2001,82,27.0,30.0,57.0,3.0,8.0,Right_wing,180,98,28,10
Martin Lapointe,2002,68,17.0,23.0,40.0,12.0,2.0,Right_wing,180,98,29,11
Martin Lapointe,2003,59,8.0,10.0,18.0,-19.0,1.0,Right_wing,180,98,30,12
Martin Lapointe,2004,78,15.0,10.0,25.0,-5.0,2.0,Right_wing,180,98,31,13
Martin Lapointe,2006,82,14.0,17.0,31.0,-30.0,3.0,Right_wing,180,98,33,15
Martin Lapointe,2007,82,13.0,11.0,24.0,-14.0,2.0,Right_wing,180,98,34,16
Martin Lapointe,2008,18,3.0,3.0,6.0,-2.0,0.0,Right_wing,180,98,35,17
Martin Lapointe,2008,52,3.0,4.0,7.0,-3.0,0.0,Right_wing,180,98,35,17
Martin Lojek,2007,3,0.0,1.0,1.0,2.0,0.0,Defence,193,100,22,1
Martin Lojek,2008,2,0.0,0.0,0.0,-1.0,0.0,Defence,193,100,23,2
Martin Marincin,2014,44,0.0,6.0,6.0,-2.0,0.0,Defence,193,95,22,1
Martin Marincin,2015,41,1.0,4.0,5.0,-4.0,0.0,Defence,193,95,23,2
Martin Marincin,2016,65,1.0,6.0,7.0,-3.0,0.0,Defence,193,95,24,3
Martin Marincin,2017,25,1.0,6.0,7.0,3.0,0.0,Defence,193,95,25,4
Martin Marincin,2018,2,0.0,0.0,0.0,-2.0,0.0,Defence,193,95,26,5
Martin Marincin,2019,24,1.0,4.0,5.0,-4.0,0.0,Defence,193,95,27,6
Martin Marincin,2020,26,1.0,3.0,4.0,-1.0,1.0,Defence,193,95,28,7
Martin Prochazka,1998,29,2.0,4.0,6.0,-1.0,0.0,Right_wing,180,78,26,1
Martin Prochazka,2000,3,0.0,1.0,1.0,-1.0,0.0,Right_wing,180,78,28,3
Martin Prusek,2002,1,,,,,,Goaltender,185,85,27,1
Martin Prusek,2003,18,,,,,,Goaltender,185,85,28,2
Martin Prusek,2004,29,,,,,,Goaltender,185,85,29,3
Martin Prusek,2006,9,,,,,,Goaltender,185,85,31,5
Martin Rucinsky,1992,2,0.0,0.0,0.0,-3.0,0.0,Left_wing,185,93,21,1
Martin Rucinsky,1992,4,1.0,1.0,2.0,1.0,0.0,Left_wing,185,93,21,1
Martin Rucinsky,1993,77,18.0,30.0,48.0,16.0,1.0,Left_wing,185,93,22,2
Martin Rucinsky,1994,60,9.0,23.0,32.0,4.0,1.0,Left_wing,185,93,23,3
Martin Rucinsky,1995,20,3.0,6.0,9.0,5.0,0.0,Left_wing,185,93,24,4
Martin Rucinsky,1996,22,4.0,11.0,15.0,10.0,1.0,Left_wing,185,93,25,5
Martin Rucinsky,1996,56,25.0,35.0,60.0,8.0,3.0,Left_wing,185,93,25,5
Martin Rucinsky,1997,70,28.0,27.0,55.0,1.0,3.0,Left_wing,185,93,26,6
Martin Rucinsky,1998,78,21.0,32.0,53.0,13.0,3.0,Left_wing,185,93,27,7
Martin Rucinsky,1999,73,17.0,17.0,34.0,-25.0,1.0,Left_wing,185,93,28,8
