Name,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal,Points
Ryan Caldwell,188,79,22.4,4,0.0,0.0,3.0,0.0
Ryan Callahan,178,85,26.8,757,186.0,200.0,1843.0,386.0
Ryan Carter,185,93,27.2,473,41.0,52.0,488.0,93.0
Ryan Christie,190,91,25.2,7,0.0,0.0,1.0,0.0
Ryan Craig,188,100,28.3,198,32.0,31.0,301.0,63.0
Ryan Ellis,178,79,24.9,527,70.0,182.0,988.0,252.0
Ryan Flinn,196,112,29.1,31,1.0,0.0,15.0,1.0
Ryan Getzlaf,193,100,26.9,1053,274.0,691.0,2385.0,965.0
Ryan Hollweg,180,93,28.7,228,5.0,9.0,166.0,14.0
Ryan Jardine,183,95,28.4,8,0.0,2.0,6.0,2.0
Ryan Johansen,190,99,27.4,660,144.0,298.0,1327.0,442.0
Ryan Johnson,185,93,27.2,690,37.0,82.0,505.0,119.0
Ryan Jones,185,94,27.5,334,54.0,46.0,485.0,100.0
Ryan Keller,178,90,28.4,6,0.0,0.0,5.0,0.0
Ryan Kesler,188,92,26.0,1001,258.0,315.0,2276.0,573.0
Ryan Kraft,175,86,28.1,7,0.0,1.0,1.0,1.0
Ryan Malone,193,99,26.6,647,179.0,191.0,1303.0,370.0
Ryan McDonagh,185,98,28.6,662,63.0,236.0,1101.0,299.0
Ryan O'Byrne,196,106,27.6,308,5.0,34.0,164.0,39.0
Ryan O'Marra,188,88,24.9,33,1.0,6.0,22.0,7.0
Ryan O'Reilly,185,95,27.8,804,195.0,365.0,1809.0,560.0
Ryan Parent,190,90,24.9,106,1.0,6.0,49.0,7.0
Ryan Potulny,183,86,25.7,126,22.0,27.0,229.0,49.0
Ryan Ready,188,84,23.8,7,0.0,1.0,9.0,1.0
Ryan Reaves,185,102,29.8,649,48.0,48.0,439.0,96.0
Ryan Russell,178,82,25.9,41,2.0,0.0,39.0,2.0
Ryan Shannon,175,79,25.8,305,35.0,64.0,445.0,99.0
Ryan Smyth,188,87,24.6,1001,312.0,394.0,2735.0,706.0
Ryan Spooner,180,87,26.9,325,48.0,119.0,600.0,167.0
Ryan Stanton,188,93,26.3,120,4.0,23.0,125.0,27.0
Ryan Stoa,190,91,25.2,40,4.0,3.0,73.0,7.0
Ryan Stone,188,91,25.8,35,0.0,7.0,33.0,7.0
Ryan Suter,185,91,26.6,1142,90.0,498.0,1965.0,588.0
Ryan Thang,180,86,26.5,1,0.0,0.0,0.0,0.0
Ryan Tobler,190,101,28.0,4,0.0,0.0,1.0,0.0
Ryan VandenBussche,183,93,27.8,273,8.0,9.0,102.0,17.0
Ryan Vesce,173,79,26.4,19,3.0,2.0,31.0,5.0
Ryan White,183,91,27.2,313,31.0,30.0,307.0,61.0
Ryan Whitney,193,99,26.6,481,50.0,209.0,705.0,259.0
Ryan Wilson,188,99,28.0,230,7.0,60.0,220.0,67.0
Saku Koivu,178,83,26.2,858,190.0,440.0,1463.0,630.0
Sam Carrick,183,94,28.1,34,2.0,3.0,42.0,5.0
Sam Gagner,180,92,28.4,844,164.0,295.0,1762.0,459.0
Sami Helenius,198,104,26.5,144,1.0,3.0,49.0,4.0
Sami Kapanen,178,84,26.5,589,121.0,181.0,1366.0,302.0
Sami Lepisto,183,88,26.3,176,6.0,29.0,158.0,35.0
Sami Salo,190,96,26.6,817,92.0,228.0,1475.0,320.0
Samuel Pahlsson,183,94,28.1,798,68.0,131.0,1023.0,199.0
Sandis Ozolinsh,190,98,27.1,451,68.0,179.0,834.0,247.0
Sandy McCarthy,190,102,28.2,366,37.0,38.0,384.0,75.0
Sascha Goc,188,102,28.9,22,0.0,0.0,11.0,0.0
Scott Barney,193,102,27.4,27,5.0,6.0,40.0,11.0
Scott Ferguson,185,88,25.7,215,7.0,13.0,124.0,20.0
Scott Glennie,185,82,24.0,1,0.0,0.0,0.0,0.0
Scott Gomez,180,90,27.8,1079,181.0,575.0,2514.0,756.0
Scott Hannan,185,100,29.2,1050,38.0,177.0,1029.0,215.0
Scott Hartnell,188,97,27.4,1249,327.0,380.0,2777.0,707.0
Scott Jackson,190,99,27.4,1,0.0,0.0,0.0,0.0
Scott Lachance,185,98,28.6,352,4.0,32.0,214.0,36.0
Scott Lehman,185,88,25.7,1,0.0,0.0,0.0,0.0
Scott Mellanby,185,95,27.8,492,108.0,158.0,804.0,266.0
Scott Nichol,173,81,27.1,657,56.0,71.0,694.0,127.0
Scott Niedermayer,185,91,26.6,737,109.0,354.0,1440.0,463.0
Scott Parker,196,102,26.6,281,7.0,14.0,123.0,21.0
Scott Parse,180,85,26.2,73,14.0,16.0,93.0,30.0
Scott Pearson,185,93,27.2,2,0.0,1.0,5.0,1.0
Scott Pellerin,180,86,26.5,270,24.0,62.0,359.0,86.0
Scott Stevens,188,98,27.7,360,25.0,84.0,606.0,109.0
Scott Thomas,188,91,25.8,24,3.0,1.0,16.0,4.0
Scott Thornton,190,100,27.7,512,97.0,85.0,799.0,182.0
Scott Timmins,180,87,26.9,24,1.0,0.0,19.0,1.0
Scott Walker,178,88,27.8,561,126.0,187.0,1080.0,313.0
Scott Young,185,91,26.6,434,132.0,128.0,1430.0,260.0
Scottie Upshall,183,91,27.2,759,138.0,147.0,1431.0,285.0
Sean Avery,178,88,27.8,580,90.0,157.0,1167.0,247.0
Sean Bentivoglio,178,86,27.1,1,0.0,0.0,2.0,0.0
Sean Bergenheim,180,92,28.4,506,96.0,84.0,1180.0,180.0
Sean Brown,190,98,27.1,362,14.0,35.0,243.0,49.0
Sean Collins,185,93,27.2,6,1.0,0.0,7.0,1.0
Sean Gagnon,188,99,28.0,5,0.0,0.0,0.0,0.0
Sean Haggerty,185,84,24.5,8,1.0,2.0,4.0,3.0
Sean Hill,183,96,28.7,538,44.0,166.0,974.0,210.0
Sean McMorrow,193,100,26.9,1,0.0,0.0,0.0,0.0
Sean O'Donnell,188,108,30.6,923,21.0,151.0,608.0,172.0
Sean Pronger,190,95,26.3,118,10.0,9.0,105.0,19.0
Sean Selmser,185,88,25.7,1,0.0,0.0,2.0,0.0
Sebastien Bisaillon,183,93,27.8,2,0.0,0.0,3.0,0.0
Sebastien Bordeleau,180,84,25.9,94,13.0,20.0,175.0,33.0
Serge Aubin,185,91,26.6,373,44.0,64.0,451.0,108.0
Serge Payer,183,87,26.0,124,7.0,6.0,110.0,13.0
Sergei Berezin,178,91,28.7,285,82.0,73.0,896.0,155.0
Sergei Brylin,178,86,27.1,595,110.0,151.0,819.0,261.0
Sergei Fedorov,188,93,26.3,644,209.0,298.0,1905.0,507.0
Sergei Gonchar,188,93,26.3,1010,164.0,517.0,2246.0,681.0
Sergei Kostitsyn,183,89,26.6,353,67.0,109.0,414.0,176.0
Sergei Krivokrasov,180,84,25.9,155,19.0,45.0,317.0,64.0
Sergei Nemchinov,185,93,27.2,186,23.0,43.0,174.0,66.0
Sergei Samsonov,173,85,28.4,728,188.0,285.0,1455.0,473.0
Sergei Shirokov,178,88,27.8,8,1.0,0.0,10.0,1.0
Sergei Vyshedkevich,185,88,25.7,30,2.0,5.0,33.0,7.0
Sergei Zholtok,185,89,26.0,358,80.0,101.0,733.0,181.0
Sergei Zinovjev,178,84,26.5,10,0.0,1.0,8.0,1.0
Sergei Zubov,185,91,26.6,607,78.0,320.0,1258.0,398.0
Sergey Gusev,185,93,27.2,44,3.0,3.0,36.0,6.0
Shane Doan,185,101,29.5,1291,380.0,530.0,3541.0,910.0
Shane Endicott,193,91,24.4,45,1.0,2.0,46.0,3.0
Shane Harper,180,88,27.2,14,2.0,1.0,13.0,3.0
Shane Hnidy,188,95,26.9,550,16.0,55.0,453.0,71.0
Shane O'Brien,190,104,28.8,537,13.0,79.0,429.0,92.0
Shane Sims,185,88,25.7,1,0.0,0.0,0.0,0.0
Shane Willis,185,87,25.4,167,31.0,43.0,355.0,74.0
Shaone Morrisonn,193,95,25.5,480,11.0,64.0,293.0,75.0
Shaun Heshka,185,94,27.5,8,0.0,2.0,3.0,2.0
Shaun Van Allen,185,93,27.2,358,38.0,78.0,268.0,116.0
Shawn Bates,183,95,28.4,419,65.0,122.0,660.0,187.0
Shawn Belle,185,106,31.0,20,0.0,1.0,12.0,1.0
Shawn Burr,185,93,27.2,4,0.0,2.0,6.0,2.0
Shawn Chambers,188,91,25.8,4,0.0,0.0,2.0,0.0
Shawn Heins,193,95,25.5,120,4.0,12.0,121.0,16.0
Shawn Horcoff,185,92,26.9,1008,186.0,325.0,1523.0,511.0
Shawn Lalonde,185,87,25.4,1,0.0,0.0,0.0,0.0
Shawn Matthias,193,101,27.1,551,90.0,84.0,849.0,174.0
Shawn McEachern,180,88,27.2,387,105.0,153.0,982.0,258.0
Shawn Thornton,188,98,27.7,705,42.0,60.0,991.0,102.0
Shay Stephenson,193,91,24.4,2,0.0,0.0,0.0,0.0
Shayne Corson,185,93,27.2,284,40.0,72.0,424.0,112.0
Shea Weber,193,107,28.7,990,218.0,352.0,2661.0,570.0
Shean Donovan,188,95,26.9,655,75.0,93.0,880.0,168.0
Sheldon Brookbank,185,92,26.9,351,7.0,37.0,282.0,44.0
Sheldon Keefe,180,84,25.9,125,12.0,12.0,135.0,24.0
Sheldon Souray,193,108,29.0,628,105.0,177.0,1595.0,282.0
Shjon Podein,188,90,25.5,289,38.0,41.0,360.0,79.0
Sidney Crosby,180,91,28.1,984,462.0,801.0,3172.0,1263.0
Simon Despres,193,99,26.6,193,6.0,37.0,232.0,43.0
Simon Gagne,185,88,25.7,822,291.0,310.0,2312.0,601.0
Simon Gamache,175,82,26.8,48,6.0,7.0,55.0,13.0
Slava Kozlov,178,86,27.1,719,192.0,320.0,1631.0,512.0
Slava Voynov,183,86,25.7,190,18.0,63.0,313.0,81.0
Spencer Machacek,185,91,26.6,25,2.0,7.0,20.0,9.0
Stacy Roest,175,84,27.4,185,24.0,40.0,281.0,64.0
Staffan Kronwall,193,95,25.5,66,1.0,3.0,37.0,4.0
Stan Drulia,180,86,26.5,102,13.0,26.0,114.0,39.0
Stan Neckar,185,97,28.3,283,6.0,24.0,136.0,30.0
Stanislav Chistov,178,91,28.7,196,19.0,42.0,233.0,61.0
Stanislav Galiev,185,85,24.8,26,1.0,3.0,32.0,4.0
Stanislav Gron,188,93,26.3,1,0.0,0.0,2.0,0.0
Stefan Della Rovere,180,91,28.1,7,0.0,0.0,4.0,0.0
Stefan Elliott,185,86,25.1,87,8.0,17.0,170.0,25.0
Stefan Meyer,188,91,25.8,20,0.0,2.0,12.0,2.0
Stefan Ruzicka,183,91,27.2,55,4.0,13.0,86.0,17.0
Stephane Da Costa,180,83,25.6,47,7.0,4.0,75.0,11.0
Stephane Matteau,193,98,26.3,256,36.0,39.0,244.0,75.0
Stephane Quintal,190,106,29.4,362,17.0,52.0,455.0,69.0
Stephane Richer,190,103,28.5,124,29.0,36.0,233.0,65.0
Stephane Robidas,180,86,26.5,937,57.0,201.0,1283.0,258.0
Stephane Veilleux,185,90,26.3,506,50.0,56.0,687.0,106.0
Stephane Yelle,188,84,23.8,688,59.0,116.0,733.0,175.0
Stephen Gionta,170,84,29.1,301,16.0,40.0,329.0,56.0
Stephen Guolla,183,86,25.7,141,24.0,35.0,188.0,59.0
Stephen Johns,193,104,27.9,167,15.0,18.0,255.0,33.0
Stephen Peat,190,104,28.8,130,8.0,2.0,41.0,10.0
Stephen Weiss,180,86,26.5,732,156.0,267.0,1320.0,423.0
Steve Bancroft,185,98,28.6,5,0.0,1.0,5.0,1.0
Steve Begin,183,87,26.0,519,56.0,52.0,719.0,108.0
Steve Bernier,190,98,27.1,637,105.0,125.0,992.0,230.0
Steve Brule,180,84,25.9,2,0.0,0.0,2.0,0.0
Steve Downie,180,87,26.9,434,76.0,120.0,606.0,196.0
Steve Dubinsky,183,86,25.7,140,12.0,13.0,170.0,25.0
Steve Duchesne,183,89,26.6,197,19.0,65.0,300.0,84.0
Steve Eminger,188,94,26.6,488,19.0,80.0,303.0,99.0
Steve Gainey,185,87,25.4,33,0.0,2.0,12.0,2.0
Steve Halko,185,91,26.6,117,0.0,10.0,83.0,10.0
Steve Heinze,180,92,28.4,254,59.0,63.0,456.0,122.0
Steve Kariya,170,77,26.6,65,9.0,18.0,63.0,27.0
Steve Kelly,188,91,25.8,64,5.0,6.0,42.0,11.0
Steve Konowalchuk,185,93,27.2,372,82.0,107.0,655.0,189.0
Steve Leach,180,91,28.1,56,2.0,3.0,41.0,5.0
Steve MacIntyre,196,113,29.4,91,2.0,2.0,15.0,4.0
Steve Maltais,188,93,26.3,26,0.0,3.0,30.0,3.0
Steve Martins,175,84,27.4,203,16.0,18.0,193.0,34.0
Steve McCarthy,185,93,27.2,302,17.0,38.0,280.0,55.0
Steve McKenna,203,116,28.1,282,13.0,10.0,139.0,23.0
Steve McLaren,183,103,30.8,6,0.0,0.0,2.0,0.0
Steve Montador,183,95,28.4,571,33.0,98.0,770.0,131.0
Steve Moore,185,95,27.8,69,5.0,7.0,57.0,12.0
Steve Ott,183,88,26.3,848,109.0,179.0,1115.0,288.0
Steve Pinizzotto,185,91,26.6,36,2.0,4.0,26.0,6.0
Steve Poapst,183,91,27.2,282,7.0,28.0,202.0,35.0
Steve Regier,193,88,23.6,26,3.0,1.0,22.0,4.0
Steve Reinprecht,183,91,27.2,663,140.0,242.0,981.0,382.0
Steve Rucchin,188,98,27.7,408,87.0,159.0,716.0,246.0
Steve Smith,193,98,26.3,33,0.0,6.0,13.0,6.0
Steve Staios,185,91,26.6,792,50.0,144.0,1087.0,194.0
Steve Sullivan,175,73,23.8,815,242.0,390.0,1776.0,632.0
Steve Thomas,178,84,26.5,297,69.0,95.0,555.0,164.0
Steve Wagner,188,91,25.8,46,4.0,8.0,41.0,12.0
Steve Washburn,188,90,25.5,4,0.0,0.0,1.0,0.0
Steve Webb,183,96,28.7,215,4.0,9.0,96.0,13.0
Steve Yzerman,178,85,26.8,336,100.0,172.0,733.0,272.0
Steven Goertzen,188,99,28.0,68,2.0,2.0,43.0,4.0
Steven Kampfer,180,87,26.9,211,13.0,21.0,253.0,34.0
Steven Stamkos,185,88,25.7,803,422.0,410.0,2498.0,832.0
Steven Zalewski,183,88,26.3,10,0.0,0.0,9.0,0.0
Stewart Malgunas,183,91,27.2,4,0.0,1.0,0.0,1.0
Stu Barnes,180,82,25.3,622,120.0,168.0,1020.0,288.0
Stu Bickel,193,95,25.5,76,0.0,10.0,27.0,10.0
Stu Grimson,193,109,29.3,152,5.0,5.0,45.0,10.0
Sven Butenschon,193,98,26.3,115,2.0,12.0,59.0,14.0
Sylvain Blouin,188,94,26.6,103,3.0,4.0,69.0,7.0
Sylvain Cote,180,86,26.5,215,18.0,49.0,315.0,67.0
Sylvain Lefebvre,190,93,25.8,229,4.0,30.0,140.0,34.0
T.J. Brennan,185,98,28.6,53,5.0,8.0,78.0,13.0
T.J. Brodie,188,82,23.2,634,48.0,218.0,768.0,266.0
T.J. Galiardi,188,88,24.9,321,44.0,61.0,512.0,105.0
T.J. Hensick,178,86,27.1,112,12.0,26.0,193.0,38.0
T.J. Oshie,183,86,25.7,803,238.0,329.0,1660.0,567.0
Tanner Glass,185,97,28.3,527,24.0,45.0,413.0,69.0
Tavis Hansen,188,94,26.6,12,0.0,0.0,4.0,0.0
Taylor Beck,188,92,26.0,92,11.0,12.0,131.0,23.0
Taylor Chorney,183,86,25.7,166,4.0,18.0,115.0,22.0
Taylor Hall,185,91,26.6,627,218.0,345.0,2102.0,563.0
Taylor Pyatt,193,104,27.9,859,140.0,140.0,1299.0,280.0
Ted Donato,178,82,25.9,263,27.0,42.0,276.0,69.0
Ted Drury,183,94,28.1,67,3.0,2.0,60.0,5.0
Teddy Purcell,188,88,24.9,571,101.0,206.0,1083.0,307.0
Teemu Hartikainen,185,98,28.6,52,6.0,7.0,66.0,13.0
Teemu Laakso,185,95,27.8,17,0.0,0.0,9.0,0.0
Teemu Selanne,183,90,26.9,966,371.0,442.0,2706.0,813.0
Teppo Numminen,185,87,25.4,579,41.0,213.0,707.0,254.0
Terry Virtue,183,91,27.2,1,0.0,0.0,2.0,0.0
Terry Yake,180,86,26.5,73,10.0,17.0,68.0,27.0
Theo Fleury,168,82,29.1,278,81.0,153.0,875.0,234.0
Theo Peckham,188,106,30.0,160,4.0,13.0,85.0,17.0
Thomas Hickey,183,86,25.7,449,22.0,93.0,494.0,115.0
Thomas Pock,185,95,27.8,118,8.0,9.0,152.0,17.0
Thomas Vanek,188,97,27.4,1029,373.0,416.0,2609.0,789.0
Thomas Ziegler,178,79,24.9,5,0.0,0.0,2.0,0.0
Tie Domi,178,97,30.6,462,54.0,64.0,459.0,118.0
Tim Brent,183,85,25.4,207,21.0,27.0,171.0,48.0
Tim Conboy,188,95,26.9,59,0.0,6.0,34.0,6.0
Tim Connolly,185,86,25.1,697,131.0,300.0,1369.0,431.0
Tim Erixon,188,86,24.3,93,2.0,12.0,67.0,14.0
Tim Gleason,183,98,29.3,727,17.0,125.0,706.0,142.0
Tim Jackman,193,100,26.9,483,32.0,43.0,589.0,75.0
Tim Kennedy,178,84,26.5,162,15.0,24.0,189.0,39.0
Tim Ramholt,185,88,25.7,1,0.0,0.0,0.0,0.0
Tim Sestito,180,91,28.1,101,0.0,8.0,63.0,8.0
Tim Stapleton,175,73,23.8,118,19.0,18.0,133.0,37.0
Tim Taylor,185,88,25.7,479,34.0,54.0,521.0,88.0
Tim Wallace,185,94,27.5,101,4.0,9.0,64.0,13.0
Timo Helbling,190,98,27.1,11,0.0,1.0,2.0,1.0
Timo Parssinen,178,80,25.2,17,0.0,3.0,16.0,3.0
Timofei Shishkanov,185,95,27.8,24,3.0,2.0,26.0,5.0
Toby Enstrom,178,82,25.9,719,54.0,254.0,819.0,308.0
Toby Petersen,178,89,28.1,398,33.0,48.0,531.0,81.0
Todd Bertuzzi,190,104,28.8,913,265.0,394.0,2031.0,659.0
Todd Fedoruk,188,109,30.8,545,32.0,65.0,349.0,97.0
Todd Gill,183,82,24.5,163,6.0,19.0,162.0,25.0
Todd Harvey,183,95,28.4,395,42.0,54.0,382.0,96.0
Todd Marchant,178,82,25.9,828,112.0,216.0,1303.0,328.0
Todd Reirden,193,97,26.0,166,9.0,32.0,229.0,41.0
Todd Rohloff,188,99,28.0,75,0.0,6.0,41.0,6.0
Todd Simpson,190,103,28.5,366,10.0,37.0,286.0,47.0
Todd Warriner,185,91,26.6,218,32.0,42.0,332.0,74.0
Todd White,178,90,28.4,611,135.0,232.0,1040.0,367.0
Tom Cavanagh,183,91,27.2,18,1.0,2.0,9.0,3.0
Tom Chorske,185,96,28.1,33,1.0,5.0,14.0,6.0
Tom Fitzgerald,183,88,26.3,448,45.0,59.0,599.0,104.0
Tom Gilbert,188,92,26.0,655,45.0,178.0,741.0,223.0
Tom Koivisto,178,88,27.8,22,2.0,4.0,26.0,6.0
Tom Poti,190,86,23.8,751,64.0,242.0,1167.0,306.0
Tom Preissing,183,90,26.9,326,31.0,101.0,453.0,132.0
Tom Pyatt,180,85,26.2,445,43.0,58.0,522.0,101.0
Tom Sestito,196,103,26.8,154,10.0,11.0,61.0,21.0
Tom Wandell,185,91,26.6,229,20.0,23.0,319.0,43.0
Tomas Divisek,188,93,26.3,5,1.0,0.0,5.0,1.0
Tomas Fleischmann,185,87,25.4,657,137.0,198.0,1300.0,335.0
Tomas Holmstrom,183,93,27.8,840,219.0,246.0,1288.0,465.0
Tomas Kaberle,185,96,28.1,927,83.0,458.0,1395.0,541.0
Tomas Kana,183,93,27.8,6,0.0,2.0,4.0,2.0
Tomas Kloucek,190,107,29.6,141,2.0,8.0,56.0,10.0
Tomas Kopecky,190,92,25.5,578,68.0,106.0,934.0,174.0
Tomas Kubalik,188,86,24.3,12,1.0,3.0,13.0,4.0
Tomas Kundratek,185,86,25.1,30,1.0,6.0,25.0,7.0
Tomas Kurka,180,86,26.5,17,3.0,2.0,25.0,5.0
Tomas Malec,188,88,24.9,46,0.0,2.0,33.0,2.0
Tomas Mojzis,183,88,26.3,17,1.0,2.0,16.0,3.0
Tomas Plekanec,180,88,27.2,1001,233.0,375.0,2360.0,608.0
Tomas Plihal,185,86,25.1,89,7.0,9.0,123.0,16.0
Tomas Surovy,185,98,28.6,126,27.0,32.0,266.0,59.0
Tomas Tatar,180,84,25.9,575,166.0,181.0,1269.0,347.0
Tomas Vincour,188,93,26.3,95,7.0,10.0,105.0,17.0
Tomas Vlasak,178,79,24.9,10,1.0,3.0,15.0,4.0
Tomas Zizka,185,97,28.3,25,2.0,6.0,36.0,8.0
Tomi Kallio,183,86,25.7,140,24.0,31.0,245.0,55.0
Tomi Maki,180,88,27.2,1,0.0,0.0,0.0,0.0
Tomi Pettinen,193,100,26.9,24,0.0,0.0,9.0,0.0
Tommi Santala,190,95,26.3,63,2.0,7.0,43.0,9.0
Tommy Albelin,188,88,24.9,278,8.0,43.0,211.0,51.0
Tommy Westlund,183,92,27.5,203,9.0,13.0,143.0,22.0
Tommy Wingels,183,91,27.2,448,62.0,81.0,740.0,143.0
Toni Dahlman,183,88,26.3,22,1.0,1.0,10.0,2.0
Toni Lydman,185,94,27.5,847,36.0,206.0,989.0,242.0
Tony Amonte,183,91,27.2,559,169.0,221.0,1422.0,390.0
Tony Granato,178,84,26.5,108,10.0,12.0,152.0,22.0
Tony Hrkac,180,83,25.6,307,44.0,77.0,314.0,121.0
Tony Martensson,183,87,26.0,6,1.0,1.0,4.0,2.0
Tony Salmelainen,175,84,27.4,70,6.0,12.0,71.0,18.0
Tony Tuzzolino,188,94,26.6,8,0.0,0.0,4.0,0.0
Tony Virta,178,84,26.5,8,2.0,3.0,15.0,5.0
Torrey Mitchell,180,87,26.9,666,67.0,85.0,727.0,152.0
Travis Brigley,183,93,27.8,53,3.0,6.0,56.0,9.0
Travis Green,188,91,25.8,481,83.0,89.0,719.0,172.0
Travis Hamonic,188,92,26.0,637,37.0,151.0,1130.0,188.0
Travis Moen,188,99,28.0,747,59.0,77.0,787.0,136.0
Travis Roche,185,91,26.6,60,6.0,14.0,38.0,20.0
Travis Turnbull,183,89,26.6,3,1.0,0.0,3.0,1.0
Travis Zajac,188,84,23.8,991,195.0,337.0,1761.0,532.0
Trent Hunter,190,98,27.1,497,101.0,135.0,1211.0,236.0
Trent Klatt,183,102,30.5,322,64.0,76.0,594.0,140.0
Trent McCleary,183,82,24.5,12,1.0,0.0,4.0,1.0
Trent Whitfield,180,95,29.3,194,11.0,18.0,165.0,29.0
Trevor Daley,180,88,27.2,1058,89.0,220.0,1435.0,309.0
Trevor Frischmon,183,91,27.2,3,0.0,0.0,1.0,0.0
Trevor Gillies,190,103,28.5,57,2.0,1.0,17.0,3.0
Trevor Letowski,178,82,25.9,602,82.0,115.0,876.0,197.0
Trevor Lewis,185,90,26.3,674,70.0,93.0,1193.0,163.0
Trevor Linden,193,100,26.9,573,100.0,134.0,759.0,234.0
Triston Grant,188,98,27.7,11,0.0,1.0,5.0,1.0
Troy Bodie,196,103,26.8,159,9.0,12.0,158.0,21.0
Troy Brouwer,190,97,26.9,851,182.0,181.0,1326.0,363.0
Tuomas Pihlman,188,98,27.7,15,1.0,1.0,15.0,2.0
Tuomo Ruutu,183,93,27.8,735,148.0,198.0,1278.0,346.0
Turner Stevenson,190,100,27.7,323,38.0,62.0,406.0,100.0
Ty Jones,190,99,27.4,6,0.0,0.0,1.0,0.0
Ty Wishart,196,92,23.9,26,1.0,5.0,25.0,6.0
Tye McGinn,190,93,25.8,89,9.0,8.0,110.0,17.0
Tyler Arnason,180,93,28.7,487,88.0,157.0,1120.0,245.0
Tyler Bouck,183,89,26.6,91,4.0,8.0,69.0,12.0
Tyler Bozak,185,88,25.7,733,162.0,270.0,1233.0,432.0
Tyler Cuma,185,88,25.7,1,0.0,0.0,0.0,0.0
Tyler Eckford,185,93,27.2,7,0.0,1.0,2.0,1.0
Tyler Ennis,175,79,25.8,613,133.0,180.0,1319.0,313.0
Tyler Johnson,173,84,28.1,534,153.0,186.0,1154.0,339.0
Tyler Kennedy,180,86,26.5,527,89.0,126.0,1273.0,215.0
Tyler Myers,203,104,25.2,703,80.0,206.0,1177.0,286.0
Tyler Pitlick,188,92,26.0,248,41.0,32.0,361.0,73.0
Tyler Seguin,185,88,25.7,741,279.0,356.0,2601.0,635.0
Tyler Sloan,193,97,26.0,99,4.0,13.0,54.0,17.0
Tyler Toffoli,183,91,27.2,525,145.0,155.0,1402.0,300.0
Tyler Wright,183,86,25.7,384,71.0,63.0,589.0,134.0
Tyson Barrie,178,86,27.1,554,80.0,266.0,1232.0,346.0
Tyson Nash,180,87,26.9,372,27.0,37.0,451.0,64.0
Ulf Dahlen,188,88,24.9,280,70.0,105.0,492.0,175.0
Ulf Samuelsson,185,88,25.7,49,1.0,2.0,17.0,3.0
Uwe Krupp,198,106,27.0,12,0.0,1.0,10.0,1.0
Vaclav Nedorost,185,86,25.1,99,10.0,10.0,95.0,20.0
Vaclav Pletka,180,84,25.9,1,0.0,0.0,2.0,0.0
Vaclav Varada,183,94,28.1,388,46.0,95.0,632.0,141.0
Vadim Sharifijanov,183,93,27.8,37,5.0,5.0,46.0,10.0
Valeri Bure,178,82,25.9,310,97.0,131.0,1054.0,228.0
Valeri Kamensky,188,93,26.3,177,34.0,53.0,289.0,87.0
Valeri Zelepukin,185,91,26.6,113,14.0,25.0,163.0,39.0
Valtteri Filppula,183,89,26.6,1018,191.0,324.0,1410.0,515.0
Vernon Fiddler,180,93,28.7,877,104.0,157.0,1157.0,261.0
Viacheslav Butsayev,188,91,25.8,5,0.0,0.0,2.0,0.0
Victor Hedman,198,101,25.8,762,105.0,368.0,1533.0,473.0
Victor Oreskovich,190,99,27.4,67,2.0,7.0,74.0,9.0
Viktor Kozlov,196,107,27.9,612,141.0,253.0,1539.0,394.0
Viktor Stalberg,190,95,26.3,488,82.0,86.0,947.0,168.0
Viktor Tikhonov,188,85,24.1,111,11.0,11.0,112.0,22.0
Ville Koistinen,183,90,26.9,103,8.0,24.0,114.0,32.0
Ville Leino,185,83,24.2,286,40.0,79.0,338.0,119.0
Ville Nieminen,185,100,29.2,385,48.0,69.0,479.0,117.0
Ville Peltonen,178,94,29.7,309,43.0,77.0,537.0,120.0
Vincent Damphousse,185,93,27.2,373,85.0,191.0,809.0,276.0
Vincent Lecavalier,193,98,26.3,1130,408.0,513.0,3343.0,921.0
Vinny Prospal,188,87,24.6,955,234.0,455.0,2180.0,689.0
Vitali Yachmenev,180,88,27.2,283,47.0,66.0,414.0,113.0
Vitaly Vishnevski,188,98,27.7,552,16.0,52.0,456.0,68.0
Vladimir Chebaturkin,190,105,29.1,52,2.0,5.0,22.0,7.0
Vladimir Malakhov,196,104,27.1,270,17.0,63.0,438.0,80.0
Vladimir Mihalik,201,109,27.0,15,0.0,3.0,8.0,3.0
Vladimir Orszagh,180,88,27.2,266,53.0,64.0,428.0,117.0
Vladimir Sobotka,180,86,26.5,548,53.0,118.0,721.0,171.0
Vladimir Tarasenko,183,99,29.6,507,214.0,214.0,1660.0,428.0
Vladimir Tsyplakov,185,95,27.8,99,19.0,27.0,115.0,46.0
Vladimir Vujtek,185,86,25.1,8,0.0,1.0,5.0,1.0
Vladimir Zharkov,185,93,27.2,82,2.0,12.0,94.0,14.0
Vojtech Polak,178,82,25.9,5,0.0,0.0,5.0,0.0
Wade Belak,196,101,26.3,505,7.0,23.0,202.0,30.0
Wade Brookbank,193,102,27.4,127,6.0,3.0,38.0,9.0
Wade Redden,188,93,26.3,789,87.0,289.0,1473.0,376.0
Wade Skolney,183,86,25.7,1,0.0,0.0,0.0,0.0
Warren Luhning,188,84,23.8,10,0.0,1.0,7.0,1.0
Warren Peters,183,92,27.5,96,4.0,4.0,86.0,8.0
Wayne Primeau,193,104,27.9,590,55.0,107.0,752.0,162.0
