Name,Position,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal
Jordie Benn,Defence,188,91,25.8,517,23.0,94.0,576.0
Jordin Tootoo,Right_wing,175,88,28.7,723,65.0,96.0,1052.0
Jorgen Jonsson,Left_wing,183,84,25.1,81,12.0,19.0,116.0
Josef Beranek,Left_wing,188,88,24.9,141,22.0,26.0,291.0
Josef Boumedienne,Defence,188,93,26.3,47,4.0,12.0,52.0
Josef Marha,Centre,183,80,23.9,96,10.0,15.0,108.0
Josef Melichar,Defence,188,101,28.6,349,7.0,42.0,268.0
Josef Vasicek,Centre,196,97,25.2,460,77.0,106.0,712.0
Josh Bailey,Left_wing,185,96,28.1,865,154.0,322.0,1355.0
Josh Gorges,Defence,185,93,27.2,783,17.0,107.0,515.0
Josh Gratton,Left_wing,188,97,27.4,86,3.0,3.0,60.0
Josh Green,Left_wing,190,98,27.1,314,35.0,37.0,439.0
Josh Hennessy,Centre,183,90,26.9,23,1.0,0.0,12.0
Josh Holden,Centre,183,86,25.7,30,3.0,5.0,26.0
Josh Langfeld,Right_wing,190,97,26.9,143,9.0,23.0,207.0
Josh Olson,Left_wing,196,107,27.9,5,1.0,0.0,6.0
Jozef Balej,Right_wing,183,87,26.0,18,1.0,5.0,32.0
Jozef Stumpel,Centre,190,102,28.2,542,108.0,280.0,819.0
Juha Lind,Left_wing,180,82,25.3,94,7.0,10.0,78.0
Juha Ylonen,Left_wing,185,86,25.1,225,19.0,48.0,251.0
Jukka Hentunen,Left_wing,178,88,27.8,38,4.0,5.0,50.0
Julien Vauclair,Defence,183,92,27.5,1,0.0,0.0,0.0
Junior Lessard,Right_wing,183,91,27.2,27,3.0,1.0,30.0
Juraj Kolnik,Right_wing,178,86,27.1,240,46.0,49.0,420.0
Jussi Jokinen,Left_wing,180,90,27.8,951,191.0,372.0,1598.0
Jussi Timonen,Defence,183,91,27.2,14,0.0,4.0,8.0
Justin Abdelkader,Left_wing,188,99,28.0,739,106.0,146.0,1238.0
Justin Braun,Defence,188,93,26.3,669,27.0,146.0,919.0
Justin DiBenedetto,Centre,183,85,25.4,8,0.0,1.0,6.0
Justin Falk,Defence,196,101,26.3,279,3.0,30.0,201.0
Justin Faulk,Defence,183,98,29.3,628,90.0,184.0,1551.0
Justin Holl,Defence,190,93,25.8,81,4.0,17.0,97.0
Justin Kurtz,Defence,183,91,27.2,27,3.0,5.0,30.0
Justin Mapletoft,Centre,185,91,26.6,38,3.0,6.0,27.0
Justin Mercier,Centre,180,86,26.5,9,1.0,1.0,5.0
Justin Papineau,Centre,180,82,25.3,81,11.0,8.0,67.0
Justin Shugg,Left_wing,180,84,25.9,3,0.0,0.0,3.0
Justin Williams,Right_wing,185,84,24.5,1264,320.0,477.0,3308.0
Jyrki Jokipakka,Defence,190,98,27.1,150,3.0,25.0,114.0
Jyrki Lumme,Defence,185,95,27.8,271,22.0,73.0,364.0
Kai Nurminen,Left_wing,185,90,26.3,2,1.0,0.0,1.0
Kamil Kreps,Centre,188,88,24.9,232,18.0,42.0,279.0
Kamil Piros,Centre,183,88,26.3,28,4.0,4.0,23.0
Karel Pilar,Defence,190,94,26.0,90,6.0,24.0,128.0
Karel Rachunek,Defence,188,100,28.3,371,22.0,118.0,532.0
Kari Haakana,Defence,185,101,29.5,13,0.0,0.0,2.0
Karl Alzner,Defence,190,97,26.9,686,20.0,110.0,625.0
Karl Dykhuis,Defence,190,97,26.9,293,21.0,33.0,250.0
Karl Stewart,Left_wing,180,82,25.3,69,2.0,4.0,31.0
Karlis Skrastins,Defence,185,94,27.5,830,32.0,103.0,695.0
Kaspars Astashenko,Defence,185,93,27.2,23,1.0,2.0,7.0
Kaspars Daugavins,Left_wing,185,97,28.3,91,6.0,9.0,115.0
Keaton Ellerby,Defence,196,100,26.0,212,4.0,23.0,162.0
Keith Aldridge,Right_wing,180,84,25.9,4,0.0,0.0,6.0
Keith Aucoin,Centre,173,78,26.1,145,17.0,32.0,165.0
Keith Aulie,Defence,198,103,26.3,167,4.0,10.0,118.0
Keith Ballard,Defence,180,92,28.4,604,38.0,137.0,645.0
Keith Carney,Defence,188,93,26.3,594,24.0,107.0,492.0
Keith Jones,Right_wing,188,91,25.8,65,9.0,16.0,103.0
Keith Primeau,Centre,196,100,26.0,312,87.0,126.0,636.0
Keith Tkachuk,Left_wing,188,105,29.7,675,266.0,290.0,1927.0
Keith Yandle,Defence,185,89,26.0,976,99.0,474.0,2188.0
Kelly Buchberger,Centre,188,95,26.9,387,23.0,46.0,247.0
Kelly Chase,Right_wing,183,91,27.2,25,0.0,1.0,14.0
Kelly Fairchild,Centre,180,90,27.8,10,2.0,0.0,6.0
Ken Belanger,Left_wing,193,102,27.4,129,6.0,4.0,77.0
Ken Daneyko,Defence,185,98,28.6,291,2.0,23.0,206.0
Ken Gernander,Right_wing,180,82,25.3,2,0.0,0.0,0.0
Ken Klee,Defence,185,95,27.8,636,30.0,113.0,675.0
Ken Sutton,Defence,185,93,27.2,80,1.0,11.0,67.0
Kenndal McArdle,Left_wing,180,91,28.1,42,1.0,2.0,20.0
Kenny Jonsson,Defence,190,93,25.8,356,32.0,109.0,496.0
Kent Huskins,Defence,193,93,25.0,318,13.0,55.0,187.0
Kent Manderville,Centre,190,91,25.2,271,11.0,27.0,313.0
Kent McDonell,Left_wing,188,93,26.3,32,1.0,2.0,27.0
Kevin Bieksa,Defence,185,90,26.3,808,63.0,215.0,1436.0
Kevin Brown,Right_wing,185,96,28.1,7,0.0,0.0,5.0
Kevin Colley,Centre,178,79,24.9,16,0.0,0.0,4.0
Kevin Connauton,Defence,188,93,26.3,314,27.0,49.0,463.0
Kevin Dahl,Defence,180,86,26.5,4,0.0,0.0,3.0
Kevin Dallman,Defence,180,88,27.2,154,8.0,23.0,248.0
Kevin Dean,Defence,190,95,26.3,133,3.0,19.0,122.0
Kevin Dineen,Right_wing,180,90,27.8,196,17.0,23.0,225.0
Kevin Doell,Centre,180,86,26.5,8,0.0,1.0,6.0
Kevin Haller,Defence,188,90,25.5,98,4.0,10.0,71.0
Kevin Hatcher,Defence,190,104,28.8,131,8.0,33.0,210.0
Kevin Hayes,Centre,196,98,25.5,450,115.0,155.0,890.0
Kevin Henderson,Left_wing,190,95,26.3,4,1.0,0.0,3.0
Kevin Klein,Defence,185,92,26.9,627,38.0,116.0,640.0
Kevin Marshall,Defence,185,94,27.5,10,0.0,0.0,6.0
Kevin Miller,Right_wing,180,86,26.5,13,3.0,4.0,13.0
Kevin Quick,Defence,183,82,24.5,6,0.0,1.0,7.0
Kevin Sawyer,Left_wing,188,93,26.3,100,3.0,3.0,46.0
Kevin Shattenkirk,Defence,183,93,27.8,679,83.0,300.0,1407.0
Kevin Stevens,Left_wing,190,104,28.8,125,14.0,31.0,185.0
Kevin Westgarth,Right_wing,193,106,28.5,169,7.0,9.0,81.0
Kevyn Adams,Centre,185,91,26.6,534,59.0,77.0,872.0
Kim Johnsson,Defence,185,84,24.5,739,67.0,217.0,1172.0
Kimmo Timonen,Defence,178,88,27.8,1058,113.0,446.0,1870.0
Kip Brennan,Left_wing,193,104,27.9,61,1.0,1.0,19.0
Kip Miller,Left_wing,178,86,27.1,282,41.0,117.0,335.0
Kirby Law,Right_wing,185,84,24.5,9,0.0,1.0,1.0
Kirill Safronov,Defence,188,94,26.6,35,2.0,2.0,23.0
Kirk Maltby,Right_wing,183,86,25.7,718,81.0,95.0,936.0
Kirk Muller,Left_wing,183,93,27.8,235,19.0,49.0,270.0
Konstantin Koltsov,Left_wing,183,86,25.7,144,12.0,26.0,199.0
Konstantin Pushkarev,Right_wing,183,82,24.5,17,2.0,3.0,10.0
Korbinian Holzer,Defence,190,98,27.1,206,6.0,21.0,144.0
Kris Beech,Centre,190,96,26.6,198,25.0,42.0,263.0
Kris Chucko,Left_wing,188,96,27.2,2,0.0,0.0,0.0
Kris Draper,Right_wing,178,86,27.1,790,119.0,151.0,1282.0
Kris Foucault,Left_wing,183,91,27.2,1,0.0,0.0,0.0
Kris Fredheim,Defence,188,88,24.9,3,0.0,0.0,0.0
Kris King,Left_wing,180,94,29.0,52,3.0,4.0,36.0
Kris Letang,Defence,183,91,27.2,808,127.0,410.0,2111.0
Kris Newbury,Centre,180,93,28.7,76,4.0,6.0,60.0
Kris Russell,Defence,178,77,24.3,846,46.0,190.0,1025.0
Kris Vernarsky,Centre,190,91,25.2,17,1.0,0.0,18.0
Kris Versteeg,Right_wing,180,84,25.9,643,149.0,209.0,1357.0
Kristian Huselius,Left_wing,188,83,23.5,662,190.0,261.0,1533.0
Kristian Kudroc,Defence,201,116,28.7,26,2.0,2.0,12.0
Krys Barch,Right_wing,185,100,29.2,381,12.0,23.0,154.0
Krys Kolanos,Centre,188,91,25.8,149,20.0,22.0,231.0
Krzysztof Oliwa,Left_wing,196,111,28.9,272,10.0,18.0,161.0
Kurt Sauer,Defence,193,100,26.9,357,5.0,28.0,205.0
Kurtis Foster,Defence,196,102,26.6,405,42.0,118.0,842.0
Kurtis McLean,Right_wing,183,86,25.7,4,1.0,0.0,5.0
Kyle Brodziak,Centre,188,96,27.2,917,129.0,167.0,1248.0
Kyle Calder,Left_wing,180,82,25.3,590,114.0,180.0,1005.0
Kyle Chipchura,Centre,188,92,26.0,482,31.0,73.0,372.0
Kyle Clifford,Left_wing,188,93,26.3,676,61.0,71.0,900.0
Kyle Cumiskey,Defence,178,84,26.5,139,9.0,26.0,129.0
Kyle Freadrich,Right_wing,201,118,29.2,23,0.0,1.0,3.0
Kyle Greentree,Left_wing,190,98,27.1,4,0.0,0.0,6.0
Kyle McLaren,Defence,196,104,27.1,469,25.0,102.0,549.0
Kyle Okposo,Right_wing,183,99,29.6,800,196.0,310.0,1892.0
Kyle Palmieri,Right_wing,180,84,25.9,561,175.0,163.0,1369.0
Kyle Quincey,Defence,188,98,27.7,586,36.0,122.0,893.0
Kyle Rossiter,Defence,190,98,27.1,11,0.0,1.0,1.0
Kyle Turris,Centre,185,86,25.1,726,165.0,251.0,1526.0
Kyle Wanvig,Right_wing,188,95,26.9,75,6.0,9.0,86.0
Kyle Wellwood,Centre,178,82,25.9,489,92.0,143.0,646.0
Kyle Wilson,Centre,188,93,26.3,39,4.0,9.0,41.0
Ladislav Benysek,Defence,188,86,24.3,159,3.0,12.0,99.0
Ladislav Kohn,Right_wing,180,88,27.2,161,12.0,24.0,257.0
Ladislav Nagy,Left_wing,180,87,26.9,435,115.0,196.0,991.0
Ladislav Smid,Defence,193,95,25.5,583,12.0,60.0,365.0
Lance Bouma,Left_wing,188,95,26.9,357,30.0,46.0,379.0
Lance Pitlick,Defence,183,93,27.8,165,5.0,8.0,65.0
Lance Ward,Defence,190,100,27.7,209,4.0,12.0,134.0
Landon Ferraro,Centre,183,82,24.5,77,7.0,5.0,86.0
Landon Wilson,Right_wing,190,103,28.5,269,40.0,46.0,492.0
Lane MacDermid,Left_wing,190,98,27.1,21,2.0,2.0,11.0
Larry Murphy,Defence,185,98,28.6,138,12.0,49.0,227.0
Lars Eller,Centre,188,94,26.6,754,132.0,162.0,1326.0
Lars Jonsson,Defence,185,90,26.3,8,0.0,2.0,4.0
Lasse Kukkonen,Defence,185,86,25.1,159,6.0,16.0,104.0
Lasse Pirjeta,Centre,193,101,27.1,146,23.0,27.0,221.0
Lauri Korpikoski,Left_wing,185,88,25.7,609,86.0,115.0,850.0
Lauri Tukonen,Right_wing,188,91,25.8,5,0.0,0.0,2.0
Lawrence Nycholat,Defence,180,91,28.1,50,2.0,7.0,44.0
Layne Ulmer,Centre,185,91,26.6,1,0.0,0.0,1.0
Lee Goren,Right_wing,190,95,26.3,67,5.0,4.0,64.0
Lee Sorochan,Defence,185,95,27.8,1,0.0,0.0,0.0
Lee Stempniak,Right_wing,180,88,27.2,911,203.0,266.0,1864.0
Lee Sweatt,Defence,175,88,28.7,3,1.0,1.0,4.0
Len Barrie,Left_wing,183,91,27.2,120,14.0,32.0,109.0
Liam Reddox,Left_wing,180,81,25.0,100,6.0,18.0,136.0
Libor Pivko,Left_wing,188,88,24.9,1,0.0,0.0,2.0
Linden Vey,Right_wing,183,88,26.3,138,14.0,30.0,110.0
Linus Klasen,Left_wing,173,83,27.7,4,0.0,0.0,4.0
Linus Omark,Left_wing,180,85,26.2,79,8.0,24.0,110.0
Logan Couture,Centre,185,91,26.6,715,256.0,290.0,2032.0
Loui Eriksson,Left_wing,188,89,25.2,970,250.0,343.0,1927.0
Louie DeBrusk,Left_wing,188,103,29.1,104,4.0,3.0,36.0
Louis Leblanc,Centre,183,83,24.8,50,5.0,5.0,65.0
Louis Robitaille,Defence,188,95,26.9,2,0.0,0.0,0.0
Lubomir Sekeras,Defence,183,83,24.8,213,18.0,53.0,236.0
Lubomir Vaic,Centre,173,81,27.1,4,0.0,0.0,2.0
Lubomir Visnovsky,Defence,178,89,28.1,883,128.0,367.0,1532.0
Lubos Bartecko,Left_wing,185,91,26.6,225,41.0,54.0,276.0
Luc Bourdon,Defence,188,96,27.2,36,2.0,0.0,29.0
Luc Robitaille,Left_wing,185,94,27.5,460,151.0,167.0,1140.0
Luca Caputi,Left_wing,190,91,25.2,35,3.0,6.0,51.0
Luca Sbisa,Defence,188,90,25.5,548,20.0,93.0,537.0
Lukas Kaspar,Right_wing,188,92,26.0,16,2.0,2.0,19.0
Lukas Krajicek,Defence,188,87,24.6,328,11.0,61.0,349.0
Luke Adam,Centre,188,92,26.0,90,15.0,11.0,138.0
Luke Gazdic,Left_wing,193,102,27.4,147,5.0,3.0,77.0
Luke Richardson,Defence,193,98,26.3,544,9.0,56.0,364.0
Luke Schenn,Defence,188,104,29.4,759,31.0,117.0,928.0
Luke Sellars,Defence,185,95,27.8,1,0.0,0.0,0.0
Lyle Odelein,Defence,183,93,27.8,408,18.0,69.0,441.0
Lynn Loyns,Left_wing,180,93,28.7,34,3.0,2.0,18.0
MacGregor Sharp,Centre,185,84,24.5,8,0.0,0.0,6.0
Magnus Arvedson,Centre,188,90,25.5,293,68.0,84.0,483.0
Magnus Johansson,Defence,180,82,25.3,45,0.0,14.0,37.0
Magnus Paajarvi,Left_wing,188,92,26.0,467,62.0,62.0,787.0
Manny Malhotra,Centre,188,100,28.3,918,108.0,171.0,1115.0
Marc Bergevin,Defence,185,98,28.6,280,5.0,30.0,136.0
Marc Bureau,Centre,185,92,26.9,63,3.0,5.0,51.0
Marc Chouinard,Centre,196,93,24.2,320,37.0,41.0,315.0
Marc Methot,Defence,190,103,28.5,624,22.0,101.0,610.0
Marc Moro,Defence,185,100,29.2,29,0.0,0.0,11.0
Marc Rodgers,Right_wing,175,84,27.4,21,1.0,1.0,17.0
Marc Savard,Centre,178,87,27.5,709,197.0,458.0,1784.0
Marc Staal,Defence,193,95,25.5,892,43.0,145.0,971.0
Marc-Andre Bergeron,Defence,175,90,29.4,490,82.0,153.0,951.0
Marc-Andre Bourdon,Defence,183,102,30.5,45,4.0,3.0,45.0
Marc-Andre Cliche,Right_wing,183,92,27.5,151,3.0,11.0,137.0
Marc-Andre Gragnani,Defence,190,93,25.8,78,3.0,15.0,62.0
Marc-Antoine Pouliot,Centre,188,92,26.0,192,21.0,36.0,285.0
Marc-Edouard Vlasic,Defence,185,93,27.2,1035,72.0,254.0,1441.0
Marcel Goc,Centre,185,93,27.2,636,75.0,113.0,995.0
Marcel Mueller,Centre,190,100,27.7,3,0.0,0.0,5.0
Marco Scandella,Defence,190,93,25.8,580,42.0,95.0,801.0
Marco Sturm,Left_wing,183,90,26.9,786,216.0,203.0,1816.0
Marcus Foligno,Left_wing,190,103,28.5,565,75.0,108.0,657.0
Marcus Johansson,Centre,185,95,27.8,648,129.0,235.0,982.0
Marcus Kruger,Centre,183,84,25.1,520,38.0,85.0,605.0
Marcus Nilson,Left_wing,188,88,24.9,513,66.0,100.0,813.0
Marcus Ragnarsson,Defence,185,98,28.6,339,21.0,62.0,363.0
Marek Malik,Defence,198,109,27.8,584,30.0,120.0,541.0
Marek Posmyk,Defence,196,103,26.8,19,1.0,2.0,22.0
Marek Svatos,Right_wing,178,84,26.5,344,100.0,72.0,764.0
Marek Zidlicky,Defence,180,86,26.5,836,89.0,328.0,1285.0
Marian Cisar,Right_wing,183,89,26.6,73,13.0,17.0,115.0
Marian Gaborik,Right_wing,185,93,27.2,1035,407.0,408.0,3207.0
Marian Hossa,Right_wing,185,94,27.5,1242,510.0,593.0,4095.0
Mario Bliznak,Centre,183,86,25.7,6,1.0,0.0,2.0
Mario Kempe,Right_wing,183,84,25.1,70,6.0,7.0,77.0
Mario Lemieux,Centre,193,104,27.9,170,77.0,152.0,579.0
Mariusz Czerkawski,Right_wing,183,91,27.2,402,125.0,131.0,1038.0
Mark Barberio,Defence,185,94,27.5,272,14.0,42.0,312.0
Mark Bell,Left_wing,193,100,26.9,450,87.0,95.0,848.0
Mark Cullen,Centre,180,86,26.5,38,7.0,10.0,50.0
Mark Cundari,Defence,175,91,29.7,8,1.0,2.0,14.0
Mark Eaton,Defence,185,97,28.3,650,24.0,61.0,501.0
Mark Fayne,Defence,190,98,27.1,389,17.0,48.0,436.0
Mark Fistric,Defence,188,102,28.9,325,4.0,30.0,186.0
Mark Flood,Defence,185,86,25.1,39,3.0,5.0,35.0
Mark Fraser,Defence,193,100,26.9,219,4.0,18.0,104.0
Mark Giordano,Defence,185,91,26.6,893,134.0,349.0,1887.0
Mark Greig,Right_wing,180,89,27.5,23,4.0,4.0,23.0
Mark Hartigan,Centre,183,91,27.2,102,19.0,11.0,131.0
Mark Janssens,Centre,190,96,26.6,64,0.0,6.0,29.0
Mark Katic,Defence,178,88,27.8,11,0.0,1.0,8.0
Mark Lawrence,Right_wing,193,103,27.6,65,4.0,9.0,65.0
Mark Letestu,Centre,178,89,28.1,567,93.0,117.0,872.0
Mark Mancari,Right_wing,193,98,26.3,42,3.0,10.0,89.0
Mark Messier,Centre,188,95,26.9,343,84.0,143.0,552.0
Mark Mowers,Right_wing,180,84,25.9,248,18.0,38.0,234.0
Mark Olver,Centre,178,77,24.3,74,10.0,12.0,83.0
Mark Parrish,Right_wing,180,90,27.8,649,192.0,158.0,1118.0
Mark Popovic,Defence,185,95,27.8,81,2.0,5.0,57.0
Mark Pysyk,Defence,185,91,26.6,417,22.0,66.0,440.0
Mark Recchi,Right_wing,178,88,27.8,871,244.0,447.0,1880.0
Mark Rycroft,Left_wing,183,87,26.0,226,21.0,25.0,275.0
Mark Smith,Centre,178,98,30.9,377,23.0,47.0,343.0
Mark Stone,Right_wing,190,93,25.8,449,149.0,236.0,980.0
Mark Streit,Defence,180,87,26.9,786,96.0,338.0,1380.0
Mark Stuart,Defence,188,98,27.7,673,26.0,67.0,515.0
Mark Wotton,Defence,185,88,25.7,1,0.0,0.0,0.0
Marko Kiprusoff,Defence,185,88,25.7,27,0.0,6.0,17.0
Marko Tuomainen,Right_wing,190,99,27.4,75,9.0,9.0,86.0
Markus Naslund,Left_wing,180,88,27.2,722,296.0,362.0,2378.0
Marquis Mathieu,Centre,180,86,26.5,7,0.0,2.0,3.0
Martin Cibak,Centre,185,88,25.7,154,5.0,18.0,116.0
Martin Erat,Right_wing,183,92,27.5,881,176.0,369.0,1470.0
Martin Gelinas,Left_wing,180,92,28.4,610,128.0,175.0,1188.0
Martin Grenier,Defence,196,111,28.9,18,1.0,0.0,7.0
Martin Hanzal,Centre,198,103,26.3,673,127.0,211.0,1382.0
Martin Havlat,Right_wing,188,95,26.9,790,242.0,352.0,1908.0
Martin Lapointe,Right_wing,180,98,30.2,603,116.0,133.0,995.0
Martin Lojek,Defence,193,100,26.9,5,0.0,1.0,2.0
Martin Marincin,Defence,193,95,25.5,227,5.0,29.0,205.0
Martin Prochazka,Right_wing,180,78,24.1,3,0.0,1.0,5.0
Martin Rucinsky,Left_wing,185,93,27.2,499,115.0,189.0,1167.0
Martin Samuelsson,Right_wing,188,91,25.8,14,0.0,1.0,10.0
Martin Skoula,Defence,190,98,27.1,776,44.0,152.0,786.0
Martin Sonnenberg,Left_wing,183,89,26.6,19,1.0,2.0,26.0
Martin Spanhel,Left_wing,188,93,26.3,10,2.0,0.0,14.0
Martin St. Louis,Right_wing,173,80,26.7,1121,390.0,641.0,2870.0
Martin St. Pierre,Centre,175,85,27.8,39,3.0,5.0,31.0
Martin Straka,Left_wing,175,82,26.8,504,145.0,277.0,1020.0
Martin Strbak,Defence,190,95,26.3,49,5.0,11.0,54.0
Martins Karsums,Right_wing,178,90,28.4,24,1.0,5.0,28.0
Martti Jarventie,Defence,180,84,25.9,1,0.0,0.0,0.0
Marty McInnis,Right_wing,180,85,26.2,293,50.0,67.0,543.0
Marty McSorley,Defence,188,107,30.3,27,2.0,3.0,24.0
Marty Murray,Centre,175,82,26.8,242,28.0,39.0,280.0
Marty Reasoner,Centre,185,89,26.0,776,94.0,162.0,1055.0
Masi Marjamaki,Right_wing,188,88,24.9,1,0.0,0.0,0.0
Mason Raymond,Left_wing,183,84,25.1,546,115.0,136.0,1200.0
Mat Clark,Defence,190,102,28.2,9,0.0,1.0,4.0
Mathias Johansson,Centre,188,84,23.8,58,5.0,10.0,70.0
Mathias Tjarnqvist,Left_wing,188,89,25.2,173,13.0,19.0,181.0
Mathieu Biron,Defence,201,104,25.7,253,12.0,32.0,303.0
Mathieu Carle,Defence,183,91,27.2,3,0.0,0.0,2.0
Mathieu Dandenault,Defence,183,98,29.3,626,51.0,97.0,702.0
Mathieu Darche,Left_wing,185,94,27.5,250,30.0,42.0,358.0
Mathieu Perreault,Centre,178,85,26.8,627,130.0,194.0,996.0
Mathieu Roy,Defence,188,94,26.6,66,2.0,11.0,59.0
Mathieu Schneider,Defence,183,87,26.0,661,118.0,280.0,1574.0
Mats Lindgren,Centre,188,91,25.8,176,20.0,32.0,188.0
Mats Sundin,Centre,196,105,27.3,653,268.0,366.0,2005.0
Mats Zuccarello,Right_wing,173,83,27.7,576,129.0,263.0,1168.0
Matt Bartkowski,Defence,185,90,26.3,255,8.0,40.0,293.0
Matt Beleskey,Left_wing,183,94,28.1,477,76.0,82.0,841.0
Matt Bradley,Right_wing,190,91,25.2,675,59.0,90.0,749.0
Matt Calvert,Left_wing,180,87,26.9,548,95.0,105.0,844.0
Matt Campanale,Defence,180,91,28.1,1,0.0,0.0,0.0
Matt Carkner,Defence,193,103,27.6,237,4.0,23.0,213.0
Matt Carle,Defence,183,89,26.6,730,45.0,238.0,966.0
Matt Cooke,Left_wing,180,93,28.7,1016,167.0,229.0,1387.0
Matt Corrente,Defence,183,93,27.8,34,0.0,6.0,27.0
Matt Cullen,Centre,185,91,26.6,1380,249.0,430.0,2587.0
Matt D'Agostini,Right_wing,183,89,26.6,324,52.0,55.0,577.0
Matt Davidson,Right_wing,190,89,24.6,56,5.0,7.0,48.0
Matt Donovan,Defence,185,93,27.2,67,2.0,17.0,104.0
Matt Duchene,Centre,180,88,27.2,793,245.0,344.0,1928.0
Matt Elich,Right_wing,190,89,24.6,16,1.0,1.0,12.0
Matt Ellis,Left_wing,183,94,28.1,356,21.0,28.0,485.0
Matt Ellison,Right_wing,183,87,26.0,43,3.0,11.0,54.0
Matt Foy,Right_wing,188,99,28.0,56,6.0,7.0,65.0
Matt Frattin,Right_wing,183,91,27.2,135,17.0,18.0,206.0
Matt Gilroy,Defence,185,91,26.6,225,11.0,37.0,278.0
Matt Greene,Defence,190,107,29.6,615,17.0,63.0,476.0
Matt Halischuk,Right_wing,180,85,26.2,280,33.0,42.0,352.0
Matt Henderson,Right_wing,185,92,26.9,4,0.0,1.0,3.0
Matt Hendricks,Centre,183,94,28.1,607,54.0,62.0,720.0
Matt Herr,Centre,188,93,26.3,28,2.0,3.0,22.0
Matt Higgins,Left_wing,188,84,23.8,31,0.0,2.0,12.0
Matt Hunwick,Defence,180,88,27.2,535,25.0,94.0,603.0
Matt Hussey,Centre,188,96,27.2,21,2.0,2.0,31.0
Matt Irwin,Defence,185,94,27.5,359,22.0,60.0,590.0
Matt Johnson,Left_wing,196,105,27.3,291,17.0,12.0,143.0
Matt Jones,Defence,183,98,29.3,106,1.0,10.0,55.0
Matt Kassian,Left_wing,196,112,29.1,76,4.0,1.0,32.0
Matt Keith,Right_wing,188,91,25.8,27,2.0,3.0,30.0
Matt Koalska,Centre,180,86,26.5,3,0.0,0.0,3.0
Matt Lashoff,Defence,188,93,26.3,74,1.0,15.0,54.0
Matt Martin,Left_wing,190,100,27.7,692,61.0,70.0,786.0
Matt Murley,Left_wing,185,93,27.2,62,2.0,7.0,71.0
Matt Niskanen,Defence,185,91,26.6,949,72.0,284.0,1554.0
Matt Pelech,Right_wing,193,107,28.7,13,1.0,3.0,7.0
Matt Pettinger,Left_wing,185,93,27.2,422,65.0,58.0,633.0
Matt Ryan,Centre,180,83,25.6,12,0.0,1.0,8.0
Matt Smaby,Defence,198,108,27.6,122,0.0,6.0,61.0
Matt Stajan,Centre,185,88,25.7,1003,146.0,267.0,1152.0
Matt Taormina,Defence,178,83,26.2,59,4.0,8.0,79.0
Matt Walker,Defence,193,98,26.3,314,4.0,26.0,303.0
Matt Watkins,Right_wing,178,84,26.5,1,0.0,0.0,0.0
Matthew Barnaby,Left_wing,185,87,25.4,499,64.0,106.0,531.0
Matthew Lombardi,Centre,180,88,27.2,536,101.0,161.0,1061.0
Matthew Spiller,Defence,196,106,27.6,68,0.0,2.0,31.0
Matthieu Descoteaux,Defence,193,94,25.2,5,1.0,1.0,6.0
Mattias Norstrom,Defence,188,95,26.9,618,12.0,102.0,488.0
Mattias Ohlund,Defence,193,104,27.9,758,77.0,201.0,1343.0
Mattias Ritola,Left_wing,183,93,27.8,43,4.0,5.0,67.0
Mattias Tedenby,Left_wing,178,79,24.9,120,10.0,20.0,144.0
Mattias Timander,Defence,190,104,28.8,333,11.0,42.0,304.0
Mattias Weinhandl,Right_wing,183,83,24.8,182,19.0,37.0,175.0
Max Pacioretty,Left_wing,188,97,27.4,763,280.0,274.0,2545.0
Max Reinhart,Centre,185,87,25.4,23,1.0,4.0,36.0
Max Sauve,Centre,183,84,25.1,1,0.0,0.0,0.0
Max Talbot,Centre,180,84,25.9,704,91.0,113.0,887.0
Maxim Afinogenov,Right_wing,183,85,25.4,651,158.0,237.0,1557.0
Maxim Balmochnykh,Left_wing,183,84,25.1,6,0.0,1.0,6.0
Maxim Galanov,Defence,185,93,27.2,65,4.0,8.0,57.0
Maxim Kondratiev,Defence,185,86,25.1,40,1.0,2.0,23.0
Maxim Kuznetsov,Defence,196,107,27.9,136,2.0,8.0,88.0
Maxim Lapierre,Centre,188,94,26.6,614,65.0,74.0,866.0
Maxim Mayorov,Left_wing,188,85,24.1,7,0.0,0.0,5.0
Maxim Mayorov,Left_wing,188,92,26.0,5,1.0,0.0,3.0
Maxim Noreau,Defence,180,88,27.2,6,0.0,0.0,8.0
Maxim Sushinsky,Right_wing,173,75,25.1,30,7.0,4.0,62.0
Maxime Fortunus,Defence,180,93,28.7,9,0.0,1.0,5.0
Maxime Macenauer,Centre,183,85,25.4,29,1.0,3.0,14.0
Mel Angelstad,Left_wing,188,95,26.9,2,0.0,0.0,1.0
Michael Blunden,Right_wing,193,98,26.3,127,7.0,6.0,110.0
Michael Cammalleri,Left_wing,175,82,26.8,906,294.0,348.0,2469.0
Michael Caruso,Defence,188,87,24.6,2,0.0,0.0,0.0
Michael Chaput,Centre,188,93,26.3,169,6.0,16.0,138.0
Michael Del Zotto,Defence,183,88,26.3,657,56.0,180.0,962.0
Michael Frolik,Right_wing,185,88,25.7,850,159.0,225.0,1964.0
Michael Funk,Defence,193,90,24.2,9,0.0,2.0,2.0
Michael Grabner,Right_wing,185,84,24.5,640,175.0,101.0,1344.0
Michael Kostka,Defence,185,95,27.8,85,4.0,17.0,114.0
